model,prompt_lang,adj_lang,intervention_lang,measure_lang,ablation_method,amplification_method,zero_ablation_mean,target_amplification_mean,original_mean,combined_mean,combined_minus_original,combined_minus_zero_ablation,combined_minus_target_amplification,combined_n,zero_ablation_n,target_amplification_n
qwen3-4b,es,fr,es,fr,desc,freq,-1.1060697115384615,0.0,-1.1056790865384616,-0.8719350961538461,0.23374399038461546,0.23413461538461533,-0.8719350961538461,130.0,130.0,2.0
qwen3-4b,es,fr,es,fr,desc,val,-1.1060697115384615,0.0,-1.1056790865384616,-0.5834134615384615,0.5222656250000001,0.5226562499999999,-0.5834134615384615,130.0,130.0,2.0
qwen3-4b,es,fr,es,fr,freq,desc,-1.0634014423076923,0.0,-1.1056790865384616,-1.0626802884615385,0.042998798076923084,0.0007211538461537881,-1.0626802884615385,130.0,130.0,1.0
qwen3-4b,es,fr,es,fr,freq,freq,-1.0634014423076923,0.0,-1.1056790865384616,-1.0634014423076923,0.042277644230769296,0.0,-1.0634014423076923,130.0,130.0,2.0
qwen3-4b,es,fr,es,fr,freq,val,-1.0634014423076923,0.0,-1.1056790865384616,-0.5915865384615384,0.5140925480769232,0.4718149038461539,-0.5915865384615384,130.0,130.0,2.0
qwen3-4b,es,fr,es,fr,val,desc,-1.2029146634615384,0.0,-1.1056790865384616,-1.1935997596153847,-0.08792067307692308,0.009314903846153744,-1.1935997596153847,130.0,130.0,1.0
qwen3-4b,es,fr,es,fr,val,freq,-1.2029146634615384,0.0,-1.1056790865384616,-1.0149188701923078,0.09076021634615383,0.18799579326923066,-1.0149188701923078,130.0,130.0,2.0
qwen3-4b,es,fr,es,fr,val,val,-1.2029146634615384,0.0,-1.1056790865384616,-1.2029146634615384,-0.09723557692307683,0.0,-1.2029146634615384,130.0,130.0,2.0
qwen3-4b,es,fr,es,ja,desc,desc,-12.536890907893104,-13.015105100022149,-12.456341455853174,-12.536890907893104,-0.08054945203993036,0.0,0.4782141921290446,126.0,126.0,1.0
qwen3-4b,es,fr,es,ja,desc,freq,-12.536890907893104,-4.771086702641753,-12.456341455853174,-10.151256742931547,2.3050847129216265,2.385634164961557,-5.380170040289794,126.0,126.0,2.0
qwen3-4b,es,fr,es,ja,desc,val,-12.536890907893104,-7.653763289304123,-12.456341455853174,-4.915922619047619,7.540418836805555,7.620968288845486,2.737840670256505,126.0,126.0,2.0
qwen3-4b,es,fr,es,ja,freq,desc,-12.46690925719246,-13.015105100022149,-12.456341455853174,-12.46419658358135,-0.00785512772817576,0.0027126736111107164,0.5509085164407992,126.0,126.0,1.0
qwen3-4b,es,fr,es,ja,freq,freq,-12.46690925719246,-4.771086702641753,-12.456341455853174,-12.46690925719246,-0.010567801339286476,0.0,-7.695822554550707,126.0,126.0,2.0
qwen3-4b,es,fr,es,ja,freq,val,-12.46690925719246,-7.653763289304123,-12.456341455853174,-5.185763888888889,7.270577566964285,7.281145368303571,2.467999400415234,126.0,126.0,2.0
qwen3-4b,es,fr,es,ja,val,desc,-13.71482921781994,-13.015105100022149,-12.456341455853174,-13.023274739583334,-0.5669332837301599,0.6915544782366059,-0.008169639561184994,126.0,126.0,1.0
qwen3-4b,es,fr,es,ja,val,freq,-13.71482921781994,-4.771086702641753,-12.456341455853174,-12.421161954365079,0.0351795014880949,1.2936672634548607,-7.650075251723326,126.0,126.0,2.0
qwen3-4b,es,fr,es,ja,val,val,-13.71482921781994,-7.653763289304123,-12.456341455853174,-13.71482921781994,-1.2584877619667658,0.0,-6.061065928515816,126.0,126.0,2.0
qwen3-4b,es,fr,es,ko,desc,desc,-15.240303096064816,-15.85756282216495,-15.263049768518519,-15.240303096064816,0.0227466724537031,0.0,0.6172597261001336,135.0,135.0,1.0
qwen3-4b,es,fr,es,ko,desc,freq,-15.240303096064816,-7.928769455742589,-15.263049768518519,-13.345987051504629,1.9170627170138896,1.8943160445601865,-5.41721759576204,135.0,135.0,2.0
qwen3-4b,es,fr,es,ko,desc,val,-15.240303096064816,-9.98377597454897,-15.263049768518519,-8.59519675925926,6.667853009259259,6.645106336805556,1.3885792152897096,135.0,135.0,2.0
qwen3-4b,es,fr,es,ko,freq,desc,-15.185640914351852,-15.85756282216495,-15.263049768518519,-15.184165219907408,0.07888454861111072,0.0014756944444442865,0.6733976022575412,135.0,135.0,1.0
qwen3-4b,es,fr,es,ko,freq,freq,-15.185640914351852,-7.928769455742589,-15.263049768518519,-15.185640914351852,0.07740885416666643,0.0,-7.256871458609263,135.0,135.0,2.0
qwen3-4b,es,fr,es,ko,freq,val,-15.185640914351852,-9.98377597454897,-15.263049768518519,-8.479050925925925,6.7839988425925934,6.706589988425927,1.504725048623044,135.0,135.0,2.0
qwen3-4b,es,fr,es,ko,val,desc,-16.00577076099537,-15.85756282216495,-15.263049768518519,-15.369153284143518,-0.10610351562499964,0.6366174768518533,0.48840953802143083,135.0,135.0,1.0
qwen3-4b,es,fr,es,ko,val,freq,-16.00577076099537,-7.928769455742589,-15.263049768518519,-14.860243959780092,0.4028058087384263,1.1455268012152793,-6.931474504037503,135.0,135.0,2.0
qwen3-4b,es,fr,es,ko,val,val,-16.00577076099537,-9.98377597454897,-15.263049768518519,-16.00577076099537,-0.742720992476853,0.0,-6.0219947864464025,135.0,135.0,2.0
qwen3-4b,es,fr,es,zh,desc,desc,-10.945477950671487,-11.521293089561855,-10.792956643853305,-10.945477950671487,-0.15252130681818166,0.0,0.5758151388903681,121.0,121.0,1.0
qwen3-4b,es,fr,es,zh,desc,freq,-10.945477950671487,-4.625322164948454,-10.792956643853305,-8.476957967458677,2.315998676394628,2.4685199832128095,-3.8516358025102235,121.0,121.0,2.0
qwen3-4b,es,fr,es,zh,desc,val,-10.945477950671487,-6.477649806701031,-10.792956643853305,-3.0348011363636362,7.758155507489668,7.91067681430785,3.4428486703373946,121.0,121.0,2.0
qwen3-4b,es,fr,es,zh,freq,desc,-10.887001226756198,-11.521293089561855,-10.792956643853305,-10.884031185433884,-0.09107454158057848,0.002970041322313932,0.6372619041279712,121.0,121.0,1.0
qwen3-4b,es,fr,es,zh,freq,freq,-10.887001226756198,-4.625322164948454,-10.792956643853305,-10.887001226756198,-0.09404458290289242,0.0,-6.261679061807744,121.0,121.0,2.0
qwen3-4b,es,fr,es,zh,freq,val,-10.887001226756198,-6.477649806701031,-10.792956643853305,-3.2039643595041323,7.588992284349173,7.683036867252065,3.2736854471968986,121.0,121.0,2.0
qwen3-4b,es,fr,es,zh,val,desc,-12.306709226497935,-11.521293089561855,-10.792956643853305,-11.583587898695765,-0.7906312548424594,0.7231213278021702,-0.06229480913390972,121.0,121.0,1.0
qwen3-4b,es,fr,es,zh,val,freq,-12.306709226497935,-4.625322164948454,-10.792956643853305,-11.02963988248967,-0.2366832386363651,1.2770693440082646,-6.4043177175412165,121.0,121.0,2.0
qwen3-4b,es,fr,es,zh,val,val,-12.306709226497935,-6.477649806701031,-10.792956643853305,-12.306709226497935,-1.5137525826446296,0.0,-5.829059419796904,121.0,121.0,2.0
qwen3-4b,es,fr,fr,de,desc,desc,-6.264173938382056,-7.87687903335414,-7.190994754914315,-6.264173938382056,0.9268208165322589,0.0,1.6127050949720836,124.0,124.0,1.0
qwen3-4b,es,fr,fr,de,desc,freq,-6.264173938382056,-4.077561211340206,-7.190994754914315,-7.035628780241935,0.1553659746723799,-0.771454841859879,-2.958067568901729,124.0,124.0,2.0
qwen3-4b,es,fr,fr,de,desc,val,-6.264173938382056,-5.095260148195877,-7.190994754914315,-2.4831149193548385,4.707879835559476,3.7810590190272175,2.612145228841038,124.0,124.0,2.0
qwen3-4b,es,fr,fr,de,freq,desc,-5.705282888104839,-7.87687903335414,-7.190994754914315,-5.724377047631048,1.466617707283267,-0.019094159526209076,2.1525019857230916,124.0,124.0,1.0
qwen3-4b,es,fr,fr,de,freq,freq,-5.705282888104839,-4.077561211340206,-7.190994754914315,-5.705282888104839,1.485711866809476,0.0,-1.627721676764633,124.0,124.0,2.0
qwen3-4b,es,fr,fr,de,freq,val,-5.705282888104839,-5.095260148195877,-7.190994754914315,-2.2590725806451615,4.931922174269154,3.4462103074596775,2.836187567550715,124.0,124.0,2.0
qwen3-4b,es,fr,fr,de,val,desc,-6.960962110950101,-7.87687903335414,-7.190994754914315,-7.41032951108871,-0.21933475617439502,-0.449367400138609,0.4665495222654297,124.0,124.0,1.0
qwen3-4b,es,fr,fr,de,val,freq,-6.960962110950101,-4.077561211340206,-7.190994754914315,-8.200320336126513,-1.009325581212198,-1.239358225176412,-4.122759124786307,124.0,124.0,2.0
qwen3-4b,es,fr,fr,de,val,val,-6.960962110950101,-5.095260148195877,-7.190994754914315,-6.960962110950101,0.23003264396421397,0.0,-1.8657019627542244,124.0,124.0,2.0
qwen3-4b,es,fr,fr,en,desc,desc,-3.019806338028169,-4.018363402061856,-3.9134022887323945,-3.019806338028169,0.8935959507042255,0.0,0.9985570640336867,142.0,142.0,1.0
qwen3-4b,es,fr,fr,en,desc,freq,-3.019806338028169,-1.6338192654639174,-3.9134022887323945,-4.307190801056338,-0.3937885123239435,-1.287384463028169,-2.6733715355924206,142.0,142.0,2.0
qwen3-4b,es,fr,fr,en,desc,val,-3.019806338028169,-2.5664465206185567,-3.9134022887323945,0.7425176056338029,4.655919894366197,3.762323943661972,3.3089641262523597,142.0,142.0,2.0
qwen3-4b,es,fr,fr,en,freq,desc,-2.1941021126760565,-4.018363402061856,-3.9134022887323945,-2.237676056338028,1.6757262323943665,-0.04357394366197154,1.7806873457238277,142.0,142.0,1.0
qwen3-4b,es,fr,fr,en,freq,freq,-2.1941021126760565,-1.6338192654639174,-3.9134022887323945,-2.1941021126760565,1.719300176056338,0.0,-0.5602828472121391,142.0,142.0,2.0
qwen3-4b,es,fr,fr,en,freq,val,-2.1941021126760565,-2.5664465206185567,-3.9134022887323945,1.0695422535211268,4.982944542253521,3.263644366197183,3.6359887741396832,142.0,142.0,2.0
qwen3-4b,es,fr,fr,en,val,desc,-3.7971277371258805,-4.018363402061856,-3.9134022887323945,-4.489168408890845,-0.5757661201584505,-0.6920406717649645,-0.4708050068289893,142.0,142.0,1.0
qwen3-4b,es,fr,fr,en,val,freq,-3.7971277371258805,-1.6338192654639174,-3.9134022887323945,-5.330559529049296,-1.4171572403169015,-1.5334317919234155,-3.6967402635853785,142.0,142.0,2.0
qwen3-4b,es,fr,fr,en,val,val,-3.7971277371258805,-2.5664465206185567,-3.9134022887323945,-3.7971277371258805,0.11627455160651401,0.0,-1.2306812165073238,142.0,142.0,2.0
qwen3-4b,es,fr,fr,es,desc,desc,-0.23178956834532374,-2.0744201030927836,-1.6725494604316546,-0.23178956834532374,1.440759892086331,0.0,1.8426305347474599,139.0,139.0,1.0
qwen3-4b,es,fr,fr,es,desc,freq,-0.23178956834532374,-1.6493764661022068,-1.6725494604316546,-1.8741007194244603,-0.20155125899280568,-1.6423111510791366,-0.22472425332225354,139.0,139.0,2.0
qwen3-4b,es,fr,fr,es,desc,val,-0.23178956834532374,-1.7998147551546393,-1.6725494604316546,-0.37589928057553956,1.296650179856115,-0.14410971223021582,1.4239154745790996,139.0,139.0,2.0
qwen3-4b,es,fr,fr,es,freq,desc,0.4277203237410072,-2.0744201030927836,-1.6725494604316546,0.40085431654676257,2.073403776978417,-0.026866007194244645,2.475274419639546,139.0,139.0,1.0
qwen3-4b,es,fr,fr,es,freq,freq,0.4277203237410072,-1.6493764661022068,-1.6725494604316546,0.4277203237410072,2.100269784172662,0.0,2.077096789843214,139.0,139.0,2.0
qwen3-4b,es,fr,fr,es,freq,val,0.4277203237410072,-1.7998147551546393,-1.6725494604316546,-0.21155575539568344,1.4609937050359711,-0.6392760791366907,1.5882589997589558,139.0,139.0,2.0
qwen3-4b,es,fr,fr,es,val,desc,-0.4073741007194245,-2.0744201030927836,-1.6725494604316546,-1.1163444244604317,0.556205035971223,-0.7089703237410072,0.9580756786323519,139.0,139.0,1.0
qwen3-4b,es,fr,fr,es,val,freq,-0.4073741007194245,-1.6493764661022068,-1.6725494604316546,-2.875533947841727,-1.2029844874100721,-2.468159847122302,-1.22615748173952,139.0,139.0,2.0
qwen3-4b,es,fr,fr,es,val,val,-0.4073741007194245,-1.7998147551546393,-1.6725494604316546,-0.4073741007194245,1.2651753597122302,0.0,1.3924406544352148,139.0,139.0,2.0
qwen3-4b,es,fr,fr,fr,desc,desc,-1.035967548076923,0.0,-1.1056790865384616,-1.035967548076923,0.06971153846153855,0.0,-1.035967548076923,130.0,130.0,1.0
qwen3-4b,es,fr,fr,fr,desc,freq,-1.035967548076923,0.0,-1.1056790865384616,-0.9376727764423077,0.16800631009615385,0.09829477163461531,-0.9376727764423077,130.0,130.0,2.0
qwen3-4b,es,fr,fr,fr,desc,val,-1.035967548076923,0.0,-1.1056790865384616,-0.5466346153846153,0.5590444711538463,0.4893329326923077,-0.5466346153846153,130.0,130.0,2.0
qwen3-4b,es,fr,fr,fr,freq,desc,-0.9987680288461539,0.0,-1.1056790865384616,-0.9925180288461538,0.11316105769230778,0.006250000000000089,-0.9925180288461538,130.0,130.0,1.0
qwen3-4b,es,fr,fr,fr,freq,freq,-0.9987680288461539,0.0,-1.1056790865384616,-0.9987680288461539,0.10691105769230769,0.0,-0.9987680288461539,130.0,130.0,2.0
qwen3-4b,es,fr,fr,fr,freq,val,-0.9987680288461539,0.0,-1.1056790865384616,-0.5567307692307693,0.5489483173076923,0.44203725961538465,-0.5567307692307693,130.0,130.0,2.0
qwen3-4b,es,fr,fr,fr,val,desc,-1.152013221153846,0.0,-1.1056790865384616,-1.1045522836538462,0.0011268028846154188,0.04746093749999991,-1.1045522836538462,130.0,130.0,1.0
qwen3-4b,es,fr,fr,fr,val,freq,-1.152013221153846,0.0,-1.1056790865384616,-0.9352463942307693,0.1704326923076923,0.2167668269230768,-0.9352463942307693,130.0,130.0,2.0
qwen3-4b,es,fr,fr,fr,val,val,-1.152013221153846,0.0,-1.1056790865384616,-1.152013221153846,-0.04633413461538449,0.0,-1.152013221153846,130.0,130.0,2.0
qwen3-4b,es,fr,fr,ja,desc,desc,-11.804051959325397,-13.015105100022149,-12.456341455853174,-11.804051959325397,0.6522894965277768,0.0,1.2110531406967517,126.0,126.0,1.0
qwen3-4b,es,fr,fr,ja,desc,freq,-11.804051959325397,-4.771086702641753,-12.456341455853174,-12.170763288225446,0.2855781676277278,-0.366711328900049,-7.399676585583693,126.0,126.0,2.0
qwen3-4b,es,fr,fr,ja,desc,val,-11.804051959325397,-7.653763289304123,-12.456341455853174,-4.199776785714286,8.25656467013889,7.604275173611112,3.453986503589838,126.0,126.0,2.0
qwen3-4b,es,fr,fr,ja,freq,desc,-11.12748790922619,-13.015105100022149,-12.456341455853174,-11.16544208829365,1.2908993675595237,-0.03795417906746046,1.8496630117284987,126.0,126.0,1.0
qwen3-4b,es,fr,fr,ja,freq,freq,-11.12748790922619,-4.771086702641753,-12.456341455853174,-11.12748790922619,1.3288535466269842,0.0,-6.356401206584437,126.0,126.0,2.0
qwen3-4b,es,fr,fr,ja,freq,val,-11.12748790922619,-7.653763289304123,-12.456341455853174,-4.161830357142857,8.294511098710316,6.965657552083333,3.4919329321612667,126.0,126.0,2.0
qwen3-4b,es,fr,fr,ja,val,desc,-13.130415659102182,-13.015105100022149,-12.456341455853174,-13.4775390625,-1.021197606646826,-0.3471234033978181,-0.46243396247785107,126.0,126.0,1.0
qwen3-4b,es,fr,fr,ja,val,freq,-13.130415659102182,-4.771086702641753,-12.456341455853174,-13.861180865575397,-1.4048394097222232,-0.7307652064732153,-9.090094162933644,126.0,126.0,2.0
qwen3-4b,es,fr,fr,ja,val,val,-13.130415659102182,-7.653763289304123,-12.456341455853174,-13.130415659102182,-0.6740742032490079,0.0,-5.4766523697980585,126.0,126.0,2.0
qwen3-4b,es,fr,fr,ko,desc,desc,-14.409402578848379,-15.85756282216495,-15.263049768518519,-14.409402578848379,0.8536471896701396,0.0,1.4481602433165701,135.0,135.0,1.0
qwen3-4b,es,fr,fr,ko,desc,freq,-14.409402578848379,-7.928769455742589,-15.263049768518519,-15.704557291666667,-0.44150752314814845,-1.295154712818288,-7.775787835924078,135.0,135.0,2.0
qwen3-4b,es,fr,fr,ko,desc,val,-14.409402578848379,-9.98377597454897,-15.263049768518519,-7.824826388888889,7.43822337962963,6.58457618995949,2.15894958566008,135.0,135.0,2.0
qwen3-4b,es,fr,fr,ko,freq,desc,-13.766914424189816,-15.85756282216495,-15.263049768518519,-13.766928891782408,1.4961208767361107,-1.4467592592382061e-05,2.090633930382541,135.0,135.0,1.0
qwen3-4b,es,fr,fr,ko,freq,freq,-13.766914424189816,-7.928769455742589,-15.263049768518519,-13.766914424189816,1.496135344328703,0.0,-5.838144968447226,135.0,135.0,2.0
qwen3-4b,es,fr,fr,ko,freq,val,-13.766914424189816,-9.98377597454897,-15.263049768518519,-7.494212962962963,7.768836805555556,6.272701461226853,2.4895630115860063,135.0,135.0,2.0
qwen3-4b,es,fr,fr,ko,val,desc,-15.308835177951389,-15.85756282216495,-15.263049768518519,-15.489363606770834,-0.22631383825231488,-0.18052842881944464,0.3681992153941156,135.0,135.0,1.0
qwen3-4b,es,fr,fr,ko,val,freq,-15.308835177951389,-7.928769455742589,-15.263049768518519,-16.9078125,-1.64476273148148,-1.5989773220486097,-8.97904304425741,135.0,135.0,2.0
qwen3-4b,es,fr,fr,ko,val,val,-15.308835177951389,-9.98377597454897,-15.263049768518519,-15.308835177951389,-0.04578540943287024,0.0,-5.32505920340242,135.0,135.0,2.0
qwen3-4b,es,fr,fr,zh,desc,desc,-10.144438436208677,-11.521293089561855,-10.792956643853305,-10.144438436208677,0.6485182076446279,0.0,1.3768546533531776,121.0,121.0,1.0
qwen3-4b,es,fr,fr,zh,desc,freq,-10.144438436208677,-4.625322164948454,-10.792956643853305,-10.897025116219009,-0.10406847236570371,-0.7525866800103316,-6.271702951270555,121.0,121.0,2.0
qwen3-4b,es,fr,fr,zh,desc,val,-10.144438436208677,-6.477649806701031,-10.792956643853305,-1.9879907024793388,8.804965941373966,8.156447733729339,4.489659104221692,121.0,121.0,2.0
qwen3-4b,es,fr,fr,zh,freq,desc,-9.377458556624484,-11.521293089561855,-10.792956643853305,-9.411661447572314,1.3812951962809912,-0.0342028909478298,2.109631641989541,121.0,121.0,1.0
qwen3-4b,es,fr,fr,zh,freq,freq,-9.377458556624484,-4.625322164948454,-10.792956643853305,-9.377458556624484,1.415498087228821,0.0,-4.75213639167603,121.0,121.0,2.0
qwen3-4b,es,fr,fr,zh,freq,val,-9.377458556624484,-6.477649806701031,-10.792956643853305,-1.8912060950413223,8.901750548811982,7.486252461583161,4.586443711659708,121.0,121.0,2.0
qwen3-4b,es,fr,fr,zh,val,desc,-11.611353598350336,-11.521293089561855,-10.792956643853305,-12.067110424199381,-1.2741537803460758,-0.4557568258490452,-0.5458173346375261,121.0,121.0,1.0
qwen3-4b,es,fr,fr,zh,val,freq,-11.611353598350336,-4.625322164948454,-10.792956643853305,-12.920373333387138,-2.127416689533833,-1.3090197350368022,-8.295051168438684,121.0,121.0,2.0
qwen3-4b,es,fr,fr,zh,val,val,-11.611353598350336,-6.477649806701031,-10.792956643853305,-11.611353598350336,-0.8183969544970306,0.0,-5.133703791649305,121.0,121.0,2.0
qwen3-4b,es,fr,ja,de,desc,desc,-7.190994754914315,-7.87687903335414,-7.190994754914315,-7.190994754914315,0.0,0.0,0.6858842784398247,124.0,124.0,1.0
qwen3-4b,es,fr,ja,de,desc,freq,-7.190994754914315,-4.077561211340206,-7.190994754914315,-3.6437594506048385,3.5472353043094764,3.5472353043094764,0.43380176073536747,124.0,124.0,2.0
qwen3-4b,es,fr,ja,de,desc,val,-7.190994754914315,-5.095260148195877,-7.190994754914315,-3.774256552419355,3.41673820249496,3.41673820249496,1.3210035957765216,124.0,124.0,2.0
qwen3-4b,es,fr,ja,de,freq,desc,-7.175272295551915,-7.87687903335414,-7.190994754914315,-7.338930191532258,-0.14793543661794306,-0.16365789598034297,0.5379488418218816,124.0,124.0,1.0
qwen3-4b,es,fr,ja,de,freq,freq,-7.175272295551915,-4.077561211340206,-7.190994754914315,-7.175272295551915,0.01572245936239991,0.0,-3.097711084211709,124.0,124.0,2.0
qwen3-4b,es,fr,ja,de,freq,val,-7.175272295551915,-5.095260148195877,-7.190994754914315,-4.496597782258065,2.69439697265625,2.67867451329385,0.5986623659378116,124.0,124.0,2.0
qwen3-4b,es,fr,ja,de,val,desc,-7.859091481854839,-7.87687903335414,-7.190994754914315,-7.701148248487903,-0.5101534935735881,0.15794323336693594,0.1757307848662366,124.0,124.0,1.0
qwen3-4b,es,fr,ja,de,val,freq,-7.859091481854839,-4.077561211340206,-7.190994754914315,-5.107088150516633,2.083906604397682,2.752003331338206,-1.029526939176427,124.0,124.0,2.0
qwen3-4b,es,fr,ja,de,val,val,-7.859091481854839,-5.095260148195877,-7.190994754914315,-7.859091481854839,-0.668096726940524,0.0,-2.7638313336589624,124.0,124.0,2.0
qwen3-4b,es,fr,ja,en,desc,desc,-3.9134022887323945,-4.018363402061856,-3.9134022887323945,-3.9134022887323945,0.0,0.0,0.10496111332946123,142.0,142.0,1.0
qwen3-4b,es,fr,ja,en,desc,freq,-3.9134022887323945,-1.6338192654639174,-3.9134022887323945,0.2941172425176056,4.20751953125,4.20751953125,1.927936507981523,142.0,142.0,2.0
qwen3-4b,es,fr,ja,en,desc,val,-3.9134022887323945,-2.5664465206185567,-3.9134022887323945,0.032680457746478875,3.9460827464788735,3.9460827464788735,2.5991269783650357,142.0,142.0,2.0
qwen3-4b,es,fr,ja,en,freq,desc,-3.894586267605634,-4.018363402061856,-3.9134022887323945,-4.062995158450704,-0.14959286971830954,-0.16840889084507005,-0.04463175638884831,142.0,142.0,1.0
qwen3-4b,es,fr,ja,en,freq,freq,-3.894586267605634,-1.6338192654639174,-3.9134022887323945,-3.894586267605634,0.018816021126760507,0.0,-2.2607670021417166,142.0,142.0,2.0
qwen3-4b,es,fr,ja,en,freq,val,-3.894586267605634,-2.5664465206185567,-3.9134022887323945,-0.4063600352112676,3.507042253521127,3.4882262323943665,2.160086485407289,142.0,142.0,2.0
qwen3-4b,es,fr,ja,en,val,desc,-4.890721280809859,-4.018363402061856,-3.9134022887323945,-4.778944848288952,-0.8655425595565576,0.11177643252090697,-0.7605814462270963,142.0,142.0,1.0
qwen3-4b,es,fr,ja,en,val,freq,-4.890721280809859,-1.6338192654639174,-3.9134022887323945,-1.7365310024207747,2.17687128631162,3.154190278389084,-0.10271173695685731,142.0,142.0,2.0
qwen3-4b,es,fr,ja,en,val,val,-4.890721280809859,-2.5664465206185567,-3.9134022887323945,-4.890721280809859,-0.9773189920774645,0.0,-2.3242747601913023,142.0,142.0,2.0
qwen3-4b,es,fr,ja,es,desc,desc,-1.6725494604316546,-2.0744201030927836,-1.6725494604316546,-1.6725494604316546,0.0,0.0,0.40187064266112893,139.0,139.0,1.0
qwen3-4b,es,fr,ja,es,desc,freq,-1.6725494604316546,-1.6493764661022068,-1.6725494604316546,-1.3069075989208634,0.36564186151079126,0.36564186151079126,0.3424688671813434,139.0,139.0,2.0
qwen3-4b,es,fr,ja,es,desc,val,-1.6725494604316546,-1.7998147551546393,-1.6725494604316546,-1.0014613309352518,0.6710881294964028,0.6710881294964028,0.7983534242193875,139.0,139.0,2.0
qwen3-4b,es,fr,ja,es,freq,desc,-1.6592850719424461,-2.0744201030927836,-1.6725494604316546,-1.5827900179856116,0.08975944244604306,0.07649505395683454,0.491630085107172,139.0,139.0,1.0
qwen3-4b,es,fr,ja,es,freq,freq,-1.6592850719424461,-1.6493764661022068,-1.6725494604316546,-1.6592850719424461,0.013264388489208523,0.0,-0.009908605840239337,139.0,139.0,2.0
qwen3-4b,es,fr,ja,es,freq,val,-1.6592850719424461,-1.7998147551546393,-1.6725494604316546,-1.0817783273381294,0.5907711330935252,0.5775067446043167,0.7180364278165099,139.0,139.0,2.0
qwen3-4b,es,fr,ja,es,val,desc,-1.5737410071942446,-2.0744201030927836,-1.6725494604316546,-1.3568176708633093,0.31573178956834536,0.2169233363309353,0.7176024322294743,139.0,139.0,1.0
qwen3-4b,es,fr,ja,es,val,freq,-1.5737410071942446,-1.6493764661022068,-1.6725494604316546,-1.7084087124831384,-0.03585925205148377,-0.13466770528889382,-0.05903224638093163,139.0,139.0,2.0
qwen3-4b,es,fr,ja,es,val,val,-1.5737410071942446,-1.7998147551546393,-1.6725494604316546,-1.5737410071942446,0.09880845323741005,0.0,0.2260737479603947,139.0,139.0,2.0
qwen3-4b,es,fr,ja,fr,desc,desc,-1.1056790865384616,0.0,-1.1056790865384616,-1.1056790865384616,0.0,0.0,-1.1056790865384616,130.0,130.0,1.0
qwen3-4b,es,fr,ja,fr,desc,freq,-1.1056790865384616,0.0,-1.1056790865384616,-0.7197490985576923,0.3859299879807693,0.3859299879807693,-0.7197490985576923,130.0,130.0,2.0
qwen3-4b,es,fr,ja,fr,desc,val,-1.1056790865384616,0.0,-1.1056790865384616,-0.6314903846153846,0.47418870192307694,0.47418870192307694,-0.6314903846153846,130.0,130.0,2.0
qwen3-4b,es,fr,ja,fr,freq,desc,-1.1028846153846155,0.0,-1.1056790865384616,-1.1006911057692308,0.004987980769230793,0.00219350961538467,-1.1006911057692308,130.0,130.0,1.0
qwen3-4b,es,fr,ja,fr,freq,freq,-1.1028846153846155,0.0,-1.1056790865384616,-1.1028846153846155,0.002794471153846123,0.0,-1.1028846153846155,130.0,130.0,2.0
qwen3-4b,es,fr,ja,fr,freq,val,-1.1028846153846155,0.0,-1.1056790865384616,-0.7741586538461539,0.3315204326923077,0.32872596153846156,-0.7741586538461539,130.0,130.0,2.0
qwen3-4b,es,fr,ja,fr,val,desc,-1.20478515625,0.0,-1.1056790865384616,-1.2273888221153846,-0.121709735576923,-0.022603665865384537,-1.2273888221153846,130.0,130.0,1.0
qwen3-4b,es,fr,ja,fr,val,freq,-1.20478515625,0.0,-1.1056790865384616,-1.1120342548076922,-0.00635516826923066,0.0927509014423078,-1.1120342548076922,130.0,130.0,2.0
qwen3-4b,es,fr,ja,fr,val,val,-1.20478515625,0.0,-1.1056790865384616,-1.20478515625,-0.09910606971153846,0.0,-1.20478515625,130.0,130.0,2.0
qwen3-4b,es,fr,ja,ja,desc,desc,-12.456341455853174,-13.015105100022149,-12.456341455853174,-12.456341455853174,0.0,0.0,0.558763644168975,126.0,126.0,1.0
qwen3-4b,es,fr,ja,ja,desc,freq,-12.456341455853174,-4.771086702641753,-12.456341455853174,3.125031001984127,15.5813724578373,15.5813724578373,7.89611770462588,126.0,126.0,2.0
qwen3-4b,es,fr,ja,ja,desc,val,-12.456341455853174,-7.653763289304123,-12.456341455853174,0.09015376984126984,12.546495225694445,12.546495225694445,7.743917059145393,126.0,126.0,2.0
qwen3-4b,es,fr,ja,ja,freq,desc,-12.420181516617063,-13.015105100022149,-12.456341455853174,-12.36257595486111,0.09376550099206327,0.05760556175595255,0.6525291451610382,126.0,126.0,1.0
qwen3-4b,es,fr,ja,ja,freq,freq,-12.420181516617063,-4.771086702641753,-12.456341455853174,-12.420181516617063,0.036159939236110716,0.0,-7.64909481397531,126.0,126.0,2.0
qwen3-4b,es,fr,ja,ja,freq,val,-12.420181516617063,-7.653763289304123,-12.456341455853174,-6.6611831907242065,5.7951582651289675,5.758998325892857,0.9925800985799169,126.0,126.0,2.0
qwen3-4b,es,fr,ja,ja,val,desc,-13.759877038380456,-13.015105100022149,-12.456341455853174,-13.039002433655755,-0.5826609778025809,0.7208746047247008,-0.02389733363360591,126.0,126.0,1.0
qwen3-4b,es,fr,ja,ja,val,freq,-13.759877038380456,-4.771086702641753,-12.456341455853174,-1.3692297557043651,11.087111700148808,12.39064728267609,3.401856946937388,126.0,126.0,2.0
