Experiment,Method,Run,mean,stdev
original,AnnSel,en,-10.837345392702534,0.5260031463219186
original,AnnSel,fr,-12.255333951762523,0.9507471519538321
original,AnnSel,de,-12.983801020408164,1.675597192768804
original,AnnSel,es,-10.277868931663575,1.3242627873770758
original,AnnSel,zh,-10.445071530032468,1.625080620894191
original,AnnSel,ja,-11.008366308170995,1.1101742975097937
original,AnnSel,ko,-9.661787820596988,1.2822845163668213
distractor ablation,AnnSel,en,-10.804182127396414,0.5055966850427772
distractor ablation,AnnSel,fr,-12.578030303030303,0.9154877008095954
distractor ablation,AnnSel,de,-13.382100340136054,1.5672901105778394
distractor ablation,AnnSel,es,-10.38138818027211,1.3895929562179952
distractor ablation,AnnSel,zh,-10.621816659902597,1.806918035693458
distractor ablation,AnnSel,ja,-11.287587932900433,1.1253857238647957
distractor ablation,AnnSel,ko,-9.540430687655922,1.2619804634213547
amplification,AnnSel,en,-10.560227272727273,0.5466974410032857
amplification,AnnSel,fr,-11.547564935064935,0.8636390109149703
amplification,AnnSel,de,-12.009894867037724,1.6488908860382765
amplification,AnnSel,es,-9.755392412646875,1.180858753486637
amplification,AnnSel,zh,-9.4217481737013,1.4696368074079427
amplification,AnnSel,ja,-10.377621076839826,0.5657532917317566
amplification,AnnSel,ko,-9.661180029262681,1.2910227102524952
feature-intervention,AnnSel,en,-11.212515460729747,0.49895001753618295
feature-intervention,AnnSel,fr,-13.380225726654299,0.9994208830602361
feature-intervention,AnnSel,de,-13.979978354978355,1.5340951401078244
feature-intervention,AnnSel,es,-9.762098504174398,1.199329162113575
feature-intervention,AnnSel,zh,-10.735102137445889,1.6523936555983088
feature-intervention,AnnSel,ja,-11.375635822510821,0.909252552848912
feature-intervention,AnnSel,ko,-10.120567633791797,1.5703177889233464
