model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,es,fr,en,en,en,desc,desc,3.4375,4.8125,3.4375,1.375,0.0,17,15,18
gemma-2-2b,0,es,fr,en,en,fr,desc,desc,0.0,0.0,0.0,0.0,0.0,153,285,156
gemma-2-2b,0,es,fr,en,en,de,desc,desc,-1.375,-0.1875,-1.375,1.1875,0.0,327,329,328
gemma-2-2b,0,es,fr,en,en,es,desc,desc,10.875,11.875,10.875,1.0,0.0,0,0,0
gemma-2-2b,0,es,fr,en,en,zh,desc,desc,-4.375,-3.375,-4.375,1.0,0.0,1648,1751,1665
gemma-2-2b,0,es,fr,en,en,ja,desc,desc,-9.375,-8.0625,-9.4375,1.3125,-0.0625,19534,18530,19850
gemma-2-2b,0,es,fr,en,en,ko,desc,desc,-7.84375,-6.375,-7.78125,1.46875,0.0625,9264,8080,9050
gemma-2-2b,0,es,fr,en,en,en,desc,val,3.4375,4.8125,4.875,1.375,1.4375,17,15,14
gemma-2-2b,0,es,fr,en,en,fr,desc,val,0.0,0.0,0.0,0.0,0.0,153,285,286
gemma-2-2b,0,es,fr,en,en,de,desc,val,-1.375,-0.1875,-0.1875,1.1875,1.1875,327,329,329
gemma-2-2b,0,es,fr,en,en,es,desc,val,10.875,11.875,11.8125,1.0,0.9375,0,0,0
gemma-2-2b,0,es,fr,en,en,zh,desc,val,-4.375,-3.375,-3.21875,1.0,1.15625,1648,1751,1664
gemma-2-2b,0,es,fr,en,en,ja,desc,val,-9.375,-8.0625,-7.9375,1.3125,1.4375,19534,18530,18432
gemma-2-2b,0,es,fr,en,en,ko,desc,val,-7.84375,-6.375,-6.1875,1.46875,1.65625,9264,8080,7582
gemma-2-2b,0,es,fr,en,en,en,desc,freq,3.4375,4.8125,4.8125,1.375,1.375,17,15,15
gemma-2-2b,0,es,fr,en,en,fr,desc,freq,0.0,0.0,0.0,0.0,0.0,153,285,292
gemma-2-2b,0,es,fr,en,en,de,desc,freq,-1.375,-0.1875,-0.125,1.1875,1.25,327,329,321
gemma-2-2b,0,es,fr,en,en,es,desc,freq,10.875,11.875,11.75,1.0,0.875,0,0,0
gemma-2-2b,0,es,fr,en,en,zh,desc,freq,-4.375,-3.375,-3.28125,1.0,1.09375,1648,1751,1705
gemma-2-2b,0,es,fr,en,en,ja,desc,freq,-9.375,-8.0625,-8.0,1.3125,1.375,19534,18530,18868
