model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,de,ko,en,en,en,desc,desc,15.0,15.4375,15.0,0.4375,0.0,26,15,27
gemma-2-2b,0,de,ko,en,en,fr,desc,desc,11.5625,10.25,11.6875,-1.3125,0.125,380,674,359
gemma-2-2b,0,de,ko,en,en,de,desc,desc,20.375,19.875,20.25,-0.5,-0.125,0,0,0
gemma-2-2b,0,de,ko,en,en,es,desc,desc,8.1875,7.59375,8.1875,-0.59375,0.0,2340,2846,2401
gemma-2-2b,0,de,ko,en,en,zh,desc,desc,8.25,7.34375,8.25,-0.90625,0.0,2260,3234,2327
gemma-2-2b,0,de,ko,en,en,ja,desc,desc,5.53125,6.15625,5.59375,0.625,0.0625,8986,6217,8920
gemma-2-2b,0,de,ko,en,en,ko,desc,desc,0.0,0.0,0.0,0.0,0.0,88090,83367,88882
gemma-2-2b,0,de,ko,en,en,en,desc,val,15.0,15.4375,15.4375,0.4375,0.4375,26,15,13
gemma-2-2b,0,de,ko,en,en,fr,desc,val,11.5625,10.25,10.0,-1.3125,-1.5625,380,674,726
gemma-2-2b,0,de,ko,en,en,de,desc,val,20.375,19.875,19.875,-0.5,-0.5,0,0,0
gemma-2-2b,0,de,ko,en,en,es,desc,val,8.1875,7.59375,7.5,-0.59375,-0.6875,2340,2846,2804
gemma-2-2b,0,de,ko,en,en,zh,desc,val,8.25,7.34375,7.5625,-0.90625,-0.6875,2260,3234,2727
gemma-2-2b,0,de,ko,en,en,ja,desc,val,5.53125,6.15625,6.0625,0.625,0.53125,8986,6217,6087
gemma-2-2b,0,de,ko,en,en,ko,desc,val,0.0,0.0,0.0,0.0,0.0,88090,83367,81618
gemma-2-2b,0,de,ko,en,en,en,desc,freq,15.0,15.4375,15.4375,0.4375,0.4375,26,15,13
gemma-2-2b,0,de,ko,en,en,fr,desc,freq,11.5625,10.25,10.0,-1.3125,-1.5625,380,674,722
gemma-2-2b,0,de,ko,en,en,de,desc,freq,20.375,19.875,19.75,-0.5,-0.625,0,0,0
gemma-2-2b,0,de,ko,en,en,es,desc,freq,8.1875,7.59375,7.46875,-0.59375,-0.71875,2340,2846,2780
gemma-2-2b,0,de,ko,en,en,zh,desc,freq,8.25,7.34375,7.53125,-0.90625,-0.71875,2260,3234,2707
gemma-2-2b,0,de,ko,en,en,ja,desc,freq,5.53125,6.15625,6.03125,0.625,0.5,8986,6217,6056
gemma-2-2b,0,de,ko,en,en,ko,desc,freq,0.0,0.0,0.0,0.0,0.0,88090,83367,81310
gemma-2-2b,0,de,ko,en,en,en,val,desc,15.0,16.25,16.0,1.25,1.0,26,20,25
gemma-2-2b,0,de,ko,en,en,fr,val,desc,11.5625,11.25,10.875,-0.3125,-0.6875,380,537,555
gemma-2-2b,0,de,ko,en,en,de,val,desc,20.375,22.25,21.875,1.875,1.5,0,0,0
gemma-2-2b,0,de,ko,en,en,es,val,desc,8.1875,6.4375,6.125,-1.75,-2.0625,2340,6063,6209
gemma-2-2b,0,de,ko,en,en,zh,val,desc,8.25,8.25,8.25,0.0,0.0,2260,2246,2034
gemma-2-2b,0,de,ko,en,en,ja,val,desc,5.53125,8.625,8.375,3.09375,2.84375,8986,1894,1931
gemma-2-2b,0,de,ko,en,en,ko,val,desc,0.0,0.0,0.0,0.0,0.0,88090,99579,93407
gemma-2-2b,0,de,ko,en,en,en,val,val,15.0,16.25,15.0,1.25,0.0,26,20,25
gemma-2-2b,0,de,ko,en,en,fr,val,val,11.5625,11.25,11.5625,-0.3125,0.0,380,537,379
gemma-2-2b,0,de,ko,en,en,de,val,val,20.375,22.25,20.375,1.875,0.0,0,0,0
gemma-2-2b,0,de,ko,en,en,es,val,val,8.1875,6.4375,8.1875,-1.75,0.0,2340,6063,2325
gemma-2-2b,0,de,ko,en,en,zh,val,val,8.25,8.25,8.25,0.0,0.0,2260,2246,2246
gemma-2-2b,0,de,ko,en,en,ja,val,val,5.53125,8.625,5.53125,3.09375,0.0,8986,1894,8996
gemma-2-2b,0,de,ko,en,en,ko,val,val,0.0,0.0,0.0,0.0,0.0,88090,99579,88213
gemma-2-2b,0,de,ko,en,en,en,val,freq,15.0,16.25,16.375,1.25,1.375,26,20,16
gemma-2-2b,0,de,ko,en,en,fr,val,freq,11.5625,11.25,11.5,-0.3125,-0.0625,380,537,586
gemma-2-2b,0,de,ko,en,en,de,val,freq,20.375,22.25,20.5,1.875,0.125,0,0,0
gemma-2-2b,0,de,ko,en,en,es,val,freq,8.1875,6.4375,7.5625,-1.75,-0.625,2340,6063,5343
gemma-2-2b,0,de,ko,en,en,zh,val,freq,8.25,8.25,8.625,0.0,0.375,2260,2246,2944
gemma-2-2b,0,de,ko,en,en,ja,val,freq,5.53125,8.625,9.1875,3.09375,3.65625,8986,1894,2074
gemma-2-2b,0,de,ko,en,en,ko,val,freq,0.0,0.0,0.0,0.0,0.0,88090,99579,133965
gemma-2-2b,0,de,ko,en,en,en,freq,desc,15.0,15.875,15.8125,0.875,0.8125,26,33,32
gemma-2-2b,0,de,ko,en,en,fr,freq,desc,11.5625,12.8125,12.5625,1.25,1.0,380,340,363
gemma-2-2b,0,de,ko,en,en,de,freq,desc,20.375,21.25,21.25,0.875,0.875,0,0,0
gemma-2-2b,0,de,ko,en,en,es,freq,desc,8.1875,7.625,7.46875,-0.5625,-0.71875,2340,5317,5282
gemma-2-2b,0,de,ko,en,en,zh,freq,desc,8.25,8.75,8.6875,0.5,0.4375,2260,2900,2817
gemma-2-2b,0,de,ko,en,en,ja,freq,desc,5.53125,6.125,6.0625,0.59375,0.53125,8986,10823,10709
gemma-2-2b,0,de,ko,en,en,ko,freq,desc,0.0,0.0,0.0,0.0,0.0,88090,105932,103203
gemma-2-2b,0,de,ko,en,en,en,freq,val,15.0,15.875,14.25,0.875,-0.75,26,33,35
gemma-2-2b,0,de,ko,en,en,fr,freq,val,11.5625,12.8125,11.125,1.25,-0.4375,380,340,375
gemma-2-2b,0,de,ko,en,en,de,freq,val,20.375,21.25,19.375,0.875,-1.0,0,0,0
gemma-2-2b,0,de,ko,en,en,es,freq,val,8.1875,7.625,7.25,-0.5625,-0.9375,2340,5317,3243
gemma-2-2b,0,de,ko,en,en,zh,freq,val,8.25,8.75,7.6875,0.5,-0.5625,2260,2900,2609
