model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,ja,fr,en,en,en,desc,desc,7.0,8.25,6.96875,1.25,-0.03125,13,7,13
gemma-2-2b,0,ja,fr,en,en,fr,desc,desc,0.0,0.0,0.0,0.0,0.0,1220,1164,1210
gemma-2-2b,0,ja,fr,en,en,de,desc,desc,-5.59375,-4.6875,-5.625,0.90625,-0.03125,17295,11793,17264
gemma-2-2b,0,ja,fr,en,en,es,desc,desc,-0.9375,-0.75,-0.96875,0.1875,-0.03125,2046,1765,2062
gemma-2-2b,0,ja,fr,en,en,zh,desc,desc,5.3125,4.5625,5.28125,-0.75,-0.03125,41,71,41
gemma-2-2b,0,ja,fr,en,en,ja,desc,desc,12.4375,12.0,12.375,-0.4375,-0.0625,0,0,0
gemma-2-2b,0,ja,fr,en,en,ko,desc,desc,-1.90625,-2.3125,-1.875,-0.40625,0.03125,3311,3902,3231
gemma-2-2b,0,ja,fr,en,en,en,desc,val,7.0,8.25,8.625,1.25,1.625,13,7,7
gemma-2-2b,0,ja,fr,en,en,fr,desc,val,0.0,0.0,0.0,0.0,0.0,1220,1164,1902
gemma-2-2b,0,ja,fr,en,en,de,desc,val,-5.59375,-4.6875,-3.6875,0.90625,1.90625,17295,11793,11338
gemma-2-2b,0,ja,fr,en,en,es,desc,val,-0.9375,-0.75,-0.53125,0.1875,0.40625,2046,1765,2536
gemma-2-2b,0,ja,fr,en,en,zh,desc,val,5.3125,4.5625,5.71875,-0.75,0.40625,41,71,56
gemma-2-2b,0,ja,fr,en,en,ja,desc,val,12.4375,12.0,12.75,-0.4375,0.3125,0,0,0
gemma-2-2b,0,ja,fr,en,en,ko,desc,val,-1.90625,-2.3125,-0.96875,-0.40625,0.9375,3311,3902,3161
gemma-2-2b,0,ja,fr,en,en,en,desc,freq,7.0,8.25,8.5625,1.25,1.5625,13,7,7
gemma-2-2b,0,ja,fr,en,en,fr,desc,freq,0.0,0.0,0.0,0.0,0.0,1220,1164,1854
gemma-2-2b,0,ja,fr,en,en,de,desc,freq,-5.59375,-4.6875,-3.703125,0.90625,1.890625,17295,11793,11290
gemma-2-2b,0,ja,fr,en,en,es,desc,freq,-0.9375,-0.75,-0.53125,0.1875,0.40625,2046,1765,2479
gemma-2-2b,0,ja,fr,en,en,zh,desc,freq,5.3125,4.5625,5.6875,-0.75,0.375,41,71,56
gemma-2-2b,0,ja,fr,en,en,ja,desc,freq,12.4375,12.0,12.875,-0.4375,0.4375,0,0,0
gemma-2-2b,0,ja,fr,en,en,ko,desc,freq,-1.90625,-2.3125,-1.0,-0.40625,0.90625,3311,3902,3173
gemma-2-2b,0,ja,fr,en,en,en,val,desc,7.0,7.75,7.9375,0.75,0.9375,13,15,16
gemma-2-2b,0,ja,fr,en,en,fr,val,desc,0.0,0.0,0.0,0.0,0.0,1220,1973,2119
gemma-2-2b,0,ja,fr,en,en,de,val,desc,-5.59375,-5.0,-4.9375,0.59375,0.65625,17295,16935,17524
gemma-2-2b,0,ja,fr,en,en,es,val,desc,-0.9375,-1.90625,-1.859375,-0.96875,-0.921875,2046,4712,4886
gemma-2-2b,0,ja,fr,en,en,zh,val,desc,5.3125,5.4375,5.625,0.125,0.3125,41,108,107
gemma-2-2b,0,ja,fr,en,en,ja,val,desc,12.4375,14.625,15.0,2.1875,2.5625,0,0,0
gemma-2-2b,0,ja,fr,en,en,ko,val,desc,-1.90625,-2.40625,-1.9140625,-0.5,-0.0078125,3311,5808,4987
gemma-2-2b,0,ja,fr,en,en,en,val,val,7.0,7.75,7.09375,0.75,0.09375,13,15,13
gemma-2-2b,0,ja,fr,en,en,fr,val,val,0.0,0.0,0.0,0.0,0.0,1220,1973,1223
gemma-2-2b,0,ja,fr,en,en,de,val,val,-5.59375,-5.0,-5.5625,0.59375,0.03125,17295,16935,17103
gemma-2-2b,0,ja,fr,en,en,es,val,val,-0.9375,-1.90625,-0.96875,-0.96875,-0.03125,2046,4712,2093
gemma-2-2b,0,ja,fr,en,en,zh,val,val,5.3125,5.4375,5.34375,0.125,0.03125,41,108,38
gemma-2-2b,0,ja,fr,en,en,ja,val,val,12.4375,14.625,12.375,2.1875,-0.0625,0,0,0
gemma-2-2b,0,ja,fr,en,en,ko,val,val,-1.90625,-2.40625,-1.84375,-0.5,0.0625,3311,5808,3210
gemma-2-2b,0,ja,fr,en,en,en,val,freq,7.0,7.75,8.5,0.75,1.5,13,15,7
gemma-2-2b,0,ja,fr,en,en,fr,val,freq,0.0,0.0,0.0,0.0,0.0,1220,1973,1943
gemma-2-2b,0,ja,fr,en,en,de,val,freq,-5.59375,-5.0,-5.5625,0.59375,0.03125,17295,16935,22576
gemma-2-2b,0,ja,fr,en,en,es,val,freq,-0.9375,-1.90625,-0.875,-0.96875,0.0625,2046,4712,3044
gemma-2-2b,0,ja,fr,en,en,zh,val,freq,5.3125,5.4375,5.53125,0.125,0.21875,41,108,86
gemma-2-2b,0,ja,fr,en,en,ja,val,freq,12.4375,14.625,14.375,2.1875,1.9375,0,0,0
gemma-2-2b,0,ja,fr,en,en,ko,val,freq,-1.90625,-2.40625,-2.4375,-0.5,-0.53125,3311,5808,6000
gemma-2-2b,0,ja,fr,en,en,en,freq,desc,7.0,6.3125,6.375,-0.6875,-0.625,13,10,11
gemma-2-2b,0,ja,fr,en,en,fr,freq,desc,0.0,0.0,0.0,0.0,0.0,1220,799,868
