model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,zh,es,en,en,en,desc,desc,6.375,6.90625,6.34375,0.53125,-0.03125,15,7,16
gemma-2-2b,0,zh,es,en,en,fr,desc,desc,-0.46875,-1.25,-0.46875,-0.78125,0.0,1160,1402,1167
gemma-2-2b,0,zh,es,en,en,de,desc,desc,-7.8125,-7.34375,-7.8125,0.46875,0.0,38953,27460,39560
gemma-2-2b,0,zh,es,en,en,es,desc,desc,0.0,0.0,0.0,0.0,0.0,900,690,926
gemma-2-2b,0,zh,es,en,en,zh,desc,desc,11.4375,10.5,11.5,-0.9375,0.0625,1,0,1
gemma-2-2b,0,zh,es,en,en,ja,desc,desc,-0.125,-0.75,-0.09375,-0.625,0.03125,981,1074,972
gemma-2-2b,0,zh,es,en,en,ko,desc,desc,-3.71875,-4.53125,-3.671875,-0.8125,0.046875,6463,7686,6363
gemma-2-2b,0,zh,es,en,en,en,desc,val,6.375,6.90625,6.875,0.53125,0.5,15,7,10
gemma-2-2b,0,zh,es,en,en,fr,desc,val,-0.46875,-1.25,-1.34375,-0.78125,-0.875,1160,1402,2182
gemma-2-2b,0,zh,es,en,en,de,desc,val,-7.8125,-7.34375,-6.59375,0.46875,1.21875,38953,27460,27905
gemma-2-2b,0,zh,es,en,en,es,desc,val,0.0,0.0,0.0,0.0,0.0,900,690,1039
gemma-2-2b,0,zh,es,en,en,zh,desc,val,11.4375,10.5,11.25,-0.9375,-0.1875,1,0,0
gemma-2-2b,0,zh,es,en,en,ja,desc,val,-0.125,-0.75,-0.625,-0.625,-0.5,981,1074,1514
gemma-2-2b,0,zh,es,en,en,ko,desc,val,-3.71875,-4.53125,-3.484375,-0.8125,0.234375,6463,7686,6763
gemma-2-2b,0,zh,es,en,en,en,desc,freq,6.375,6.90625,6.84375,0.53125,0.46875,15,7,10
gemma-2-2b,0,zh,es,en,en,fr,desc,freq,-0.46875,-1.25,-1.3125,-0.78125,-0.84375,1160,1402,2083
gemma-2-2b,0,zh,es,en,en,de,desc,freq,-7.8125,-7.34375,-6.65625,0.46875,1.15625,38953,27460,27843
gemma-2-2b,0,zh,es,en,en,es,desc,freq,0.0,0.0,0.0,0.0,0.0,900,690,993
gemma-2-2b,0,zh,es,en,en,zh,desc,freq,11.4375,10.5,11.25,-0.9375,-0.1875,1,0,0
gemma-2-2b,0,zh,es,en,en,ja,desc,freq,-0.125,-0.75,-0.65625,-0.625,-0.53125,981,1074,1475
gemma-2-2b,0,zh,es,en,en,ko,desc,freq,-3.71875,-4.53125,-3.546875,-0.8125,0.171875,6463,7686,6760
gemma-2-2b,0,zh,es,en,en,en,val,desc,6.375,6.25,6.4375,-0.125,0.0625,15,31,33
gemma-2-2b,0,zh,es,en,en,fr,val,desc,-0.46875,-0.7734375,-0.8125,-0.3046875,-0.34375,1160,2307,2527
gemma-2-2b,0,zh,es,en,en,de,val,desc,-7.8125,-6.6875,-6.6875,1.125,1.125,38953,34137,34285
gemma-2-2b,0,zh,es,en,en,es,val,desc,0.0,0.0,0.0,0.0,0.0,900,1540,1698
gemma-2-2b,0,zh,es,en,en,zh,val,desc,11.4375,12.625,12.75,1.1875,1.3125,1,1,1
gemma-2-2b,0,zh,es,en,en,ja,val,desc,-0.125,1.4453125,1.640625,1.5703125,1.765625,981,670,664
gemma-2-2b,0,zh,es,en,en,ko,val,desc,-3.71875,-4.65625,-4.4375,-0.9375,-0.71875,6463,14846,14130
gemma-2-2b,0,zh,es,en,en,en,val,val,6.375,6.25,6.34375,-0.125,-0.03125,15,31,16
gemma-2-2b,0,zh,es,en,en,fr,val,val,-0.46875,-0.7734375,-0.4375,-0.3046875,0.03125,1160,2307,1142
gemma-2-2b,0,zh,es,en,en,de,val,val,-7.8125,-6.6875,-7.875,1.125,-0.0625,38953,34137,39885
gemma-2-2b,0,zh,es,en,en,es,val,val,0.0,0.0,0.0,0.0,0.0,900,1540,918
gemma-2-2b,0,zh,es,en,en,zh,val,val,11.4375,12.625,11.5,1.1875,0.0625,1,1,1
gemma-2-2b,0,zh,es,en,en,ja,val,val,-0.125,1.4453125,-0.125,1.5703125,0.0,981,670,991
gemma-2-2b,0,zh,es,en,en,ko,val,val,-3.71875,-4.65625,-3.6875,-0.9375,0.03125,6463,14846,6375
gemma-2-2b,0,zh,es,en,en,en,val,freq,6.375,6.25,6.5,-0.125,0.125,15,31,13
gemma-2-2b,0,zh,es,en,en,fr,val,freq,-0.46875,-0.7734375,-1.71875,-0.3046875,-1.25,1160,2307,2509
gemma-2-2b,0,zh,es,en,en,de,val,freq,-7.8125,-6.6875,-8.0,1.125,-0.1875,38953,34137,43607
gemma-2-2b,0,zh,es,en,en,es,val,freq,0.0,0.0,0.0,0.0,0.0,900,1540,987
gemma-2-2b,0,zh,es,en,en,zh,val,freq,11.4375,12.625,11.25,1.1875,-0.1875,1,1,1
gemma-2-2b,0,zh,es,en,en,ja,val,freq,-0.125,1.4453125,1.46875,1.5703125,1.59375,981,670,375
gemma-2-2b,0,zh,es,en,en,ko,val,freq,-3.71875,-4.65625,-5.6875,-0.9375,-1.96875,6463,14846,16965
gemma-2-2b,0,zh,es,en,en,en,freq,desc,6.375,7.1875,7.28125,0.8125,0.90625,15,15,15
gemma-2-2b,0,zh,es,en,en,fr,freq,desc,-0.46875,0.75,0.71875,1.21875,1.1875,1160,912,1032
gemma-2-2b,0,zh,es,en,en,de,freq,desc,-7.8125,-6.625,-6.5,1.1875,1.3125,38953,33981,34053
gemma-2-2b,0,zh,es,en,en,es,freq,desc,0.0,0.0,0.0,0.0,0.0,900,1425,1604
gemma-2-2b,0,zh,es,en,en,zh,freq,desc,11.4375,12.125,12.375,0.6875,0.9375,1,0,0
