model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,fr,fr,en,en,en,desc,desc,-7.5625,-6.6875,-7.5625,0.875,0.0,26,21,26
gemma-2-2b,0,fr,fr,en,en,fr,desc,desc,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,desc,desc,-11.375,-10.9375,-11.4375,0.4375,-0.0625,283,317,292
gemma-2-2b,0,fr,fr,en,en,es,desc,desc,-8.125,-8.0,-8.125,0.125,0.0,40,57,38
gemma-2-2b,0,fr,fr,en,en,zh,desc,desc,-16.25,-15.4375,-16.25,0.8125,0.0,3488,3438,3440
gemma-2-2b,0,fr,fr,en,en,ja,desc,desc,-16.375,-15.375,-16.375,1.0,0.0,3727,3261,3742
gemma-2-2b,0,fr,fr,en,en,ko,desc,desc,-20.375,-20.0,-20.5,0.375,-0.125,27118,33416,27401
gemma-2-2b,0,fr,fr,en,en,en,desc,val,-7.5625,-6.6875,-6.625,0.875,0.9375,26,21,21
gemma-2-2b,0,fr,fr,en,en,fr,desc,val,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,desc,val,-11.375,-10.9375,-10.625,0.4375,0.75,283,317,296
gemma-2-2b,0,fr,fr,en,en,es,desc,val,-8.125,-8.0,-8.0625,0.125,0.0625,40,57,61
gemma-2-2b,0,fr,fr,en,en,zh,desc,val,-16.25,-15.4375,-15.25,0.8125,1.0,3488,3438,3379
gemma-2-2b,0,fr,fr,en,en,ja,desc,val,-16.375,-15.375,-15.3125,1.0,1.0625,3727,3261,3432
gemma-2-2b,0,fr,fr,en,en,ko,desc,val,-20.375,-20.0,-19.75,0.375,0.625,27118,33416,31767
gemma-2-2b,0,fr,fr,en,en,en,desc,freq,-7.5625,-6.6875,-6.5,0.875,1.0625,26,21,19
gemma-2-2b,0,fr,fr,en,en,fr,desc,freq,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,desc,freq,-11.375,-10.9375,-10.6875,0.4375,0.6875,283,317,302
gemma-2-2b,0,fr,fr,en,en,es,desc,freq,-8.125,-8.0,-8.0,0.125,0.125,40,57,62
gemma-2-2b,0,fr,fr,en,en,zh,desc,freq,-16.25,-15.4375,-15.1875,0.8125,1.0625,3488,3438,3361
gemma-2-2b,0,fr,fr,en,en,ja,desc,freq,-16.375,-15.375,-15.25,1.0,1.125,3727,3261,3388
gemma-2-2b,0,fr,fr,en,en,ko,desc,freq,-20.375,-20.0,-19.625,0.375,0.75,27118,33416,30952
gemma-2-2b,0,fr,fr,en,en,en,val,desc,-7.5625,-6.9375,-6.75,0.625,0.8125,26,14,12
gemma-2-2b,0,fr,fr,en,en,fr,val,desc,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,val,desc,-11.375,-13.1875,-12.6875,-1.8125,-1.3125,283,457,375
gemma-2-2b,0,fr,fr,en,en,es,val,desc,-8.125,-8.6875,-8.5625,-0.5625,-0.4375,40,46,48
gemma-2-2b,0,fr,fr,en,en,zh,val,desc,-16.25,-17.625,-17.25,-1.375,-1.0,3488,3507,3101
gemma-2-2b,0,fr,fr,en,en,ja,val,desc,-16.375,-14.875,-14.875,1.5,1.5,3727,997,1039
gemma-2-2b,0,fr,fr,en,en,ko,val,desc,-20.375,-22.5,-22.0,-2.125,-1.625,27118,33690,28335
gemma-2-2b,0,fr,fr,en,en,en,val,val,-7.5625,-6.9375,-7.5625,0.625,0.0,26,14,27
gemma-2-2b,0,fr,fr,en,en,fr,val,val,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,val,val,-11.375,-13.1875,-11.375,-1.8125,0.0,283,457,289
gemma-2-2b,0,fr,fr,en,en,es,val,val,-8.125,-8.6875,-8.0625,-0.5625,0.0625,40,46,37
gemma-2-2b,0,fr,fr,en,en,zh,val,val,-16.25,-17.625,-16.25,-1.375,0.0,3488,3507,3483
gemma-2-2b,0,fr,fr,en,en,ja,val,val,-16.375,-14.875,-16.375,1.5,0.0,3727,997,3740
gemma-2-2b,0,fr,fr,en,en,ko,val,val,-20.375,-22.5,-20.375,-2.125,0.0,27118,33690,27127
gemma-2-2b,0,fr,fr,en,en,en,val,freq,-7.5625,-6.9375,-5.1875,0.625,2.375,26,14,6
gemma-2-2b,0,fr,fr,en,en,fr,val,freq,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,val,freq,-11.375,-13.1875,-11.6875,-1.8125,-0.3125,283,457,610
gemma-2-2b,0,fr,fr,en,en,es,val,freq,-8.125,-8.6875,-7.25,-0.5625,0.875,40,46,51
gemma-2-2b,0,fr,fr,en,en,zh,val,freq,-16.25,-17.625,-15.375,-1.375,0.875,3488,3507,4057
gemma-2-2b,0,fr,fr,en,en,ja,val,freq,-16.375,-14.875,-12.75,1.5,3.625,3727,997,1007
gemma-2-2b,0,fr,fr,en,en,ko,val,freq,-20.375,-22.5,-20.625,-2.125,-0.25,27118,33690,49084
gemma-2-2b,0,fr,fr,en,en,en,freq,desc,-7.5625,-7.25,-7.25,0.3125,0.3125,26,20,20
gemma-2-2b,0,fr,fr,en,en,fr,freq,desc,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,freq,desc,-11.375,-11.125,-10.9375,0.25,0.4375,283,281,259
gemma-2-2b,0,fr,fr,en,en,es,freq,desc,-8.125,-8.375,-8.4375,-0.25,-0.3125,40,54,57
gemma-2-2b,0,fr,fr,en,en,zh,freq,desc,-16.25,-16.375,-16.25,-0.125,0.0,3488,3685,3612
gemma-2-2b,0,fr,fr,en,en,ja,freq,desc,-16.375,-16.75,-16.75,-0.375,-0.375,3727,4433,4689
gemma-2-2b,0,fr,fr,en,en,ko,freq,desc,-20.375,-21.875,-21.75,-1.5,-1.375,27118,40740,40371
gemma-2-2b,0,fr,fr,en,en,en,freq,val,-7.5625,-7.25,-7.125,0.3125,0.4375,26,20,23
gemma-2-2b,0,fr,fr,en,en,fr,freq,val,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,freq,val,-11.375,-11.125,-11.0625,0.25,0.3125,283,281,330
gemma-2-2b,0,fr,fr,en,en,es,freq,val,-8.125,-8.375,-7.5625,-0.25,0.5625,40,54,34
gemma-2-2b,0,fr,fr,en,en,zh,freq,val,-16.25,-16.375,-15.625,-0.125,0.625,3488,3685,3476
gemma-2-2b,0,fr,fr,en,en,ja,freq,val,-16.375,-16.75,-15.875,-0.375,0.5,3727,4433,3838
gemma-2-2b,0,fr,fr,en,en,ko,freq,val,-20.375,-21.875,-20.375,-1.5,0.0,27118,40740,31070
gemma-2-2b,0,fr,fr,en,en,en,freq,freq,-7.5625,-7.25,-7.6875,0.3125,-0.125,26,20,27
gemma-2-2b,0,fr,fr,en,en,fr,freq,freq,0.0,0.0,0.0,0.0,0.0,0,0,0
gemma-2-2b,0,fr,fr,en,en,de,freq,freq,-11.375,-11.125,-11.5,0.25,-0.125,283,281,292
gemma-2-2b,0,fr,fr,en,en,es,freq,freq,-8.125,-8.375,-8.1875,-0.25,-0.0625,40,54,39
gemma-2-2b,0,fr,fr,en,en,zh,freq,freq,-16.25,-16.375,-16.25,-0.125,0.0,3488,3685,3483
gemma-2-2b,0,fr,fr,en,en,ja,freq,freq,-16.375,-16.75,-16.375,-0.375,0.0,3727,4433,3604
gemma-2-2b,0,fr,fr,en,en,ko,freq,freq,-20.375,-21.875,-20.5,-1.5,-0.125,27118,40740,27878
gemma-2-2b,0,fr,fr,fr,fr,en,desc,desc,-7.5625,-8.25,-7.6875,-0.6875,-0.125,26,33,26
gemma-2-2b,0,fr,fr,fr,fr,fr,desc,desc,0.0,0.0,0.0,0.0,0.0,0,0,0
