model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,zh,ko,en,en,en,desc,desc,10.125,11.4375,10.0,1.3125,-0.125,15,7,16
gemma-2-2b,0,zh,ko,en,en,fr,desc,desc,3.25,3.28125,3.203125,0.03125,-0.046875,1160,1402,1167
gemma-2-2b,0,zh,ko,en,en,de,desc,desc,-4.09375,-2.796875,-4.15625,1.296875,-0.0625,38953,27460,39560
gemma-2-2b,0,zh,ko,en,en,es,desc,desc,3.71875,4.53125,3.671875,0.8125,-0.046875,900,690,926
gemma-2-2b,0,zh,ko,en,en,zh,desc,desc,15.125,15.0625,15.125,-0.0625,0.0,1,0,1
gemma-2-2b,0,zh,ko,en,en,ja,desc,desc,3.59375,3.78125,3.578125,0.1875,-0.015625,981,1074,972
gemma-2-2b,0,zh,ko,en,en,ko,desc,desc,0.0,0.0,0.0,0.0,0.0,6463,7686,6363
gemma-2-2b,0,zh,ko,en,en,en,desc,val,10.125,11.4375,10.375,1.3125,0.25,15,7,10
gemma-2-2b,0,zh,ko,en,en,fr,desc,val,3.25,3.28125,2.140625,0.03125,-1.109375,1160,1402,2182
gemma-2-2b,0,zh,ko,en,en,de,desc,val,-4.09375,-2.796875,-3.125,1.296875,0.96875,38953,27460,27905
gemma-2-2b,0,zh,ko,en,en,es,desc,val,3.71875,4.53125,3.484375,0.8125,-0.234375,900,690,1039
gemma-2-2b,0,zh,ko,en,en,zh,desc,val,15.125,15.0625,14.75,-0.0625,-0.375,1,0,0
gemma-2-2b,0,zh,ko,en,en,ja,desc,val,3.59375,3.78125,2.859375,0.1875,-0.734375,981,1074,1514
gemma-2-2b,0,zh,ko,en,en,ko,desc,val,0.0,0.0,0.0,0.0,0.0,6463,7686,6763
gemma-2-2b,0,zh,ko,en,en,en,desc,freq,10.125,11.4375,10.375,1.3125,0.25,15,7,10
gemma-2-2b,0,zh,ko,en,en,fr,desc,freq,3.25,3.28125,2.234375,0.03125,-1.015625,1160,1402,2083
gemma-2-2b,0,zh,ko,en,en,de,desc,freq,-4.09375,-2.796875,-3.109375,1.296875,0.984375,38953,27460,27843
gemma-2-2b,0,zh,ko,en,en,es,desc,freq,3.71875,4.53125,3.546875,0.8125,-0.171875,900,690,993
gemma-2-2b,0,zh,ko,en,en,zh,desc,freq,15.125,15.0625,14.75,-0.0625,-0.375,1,0,0
gemma-2-2b,0,zh,ko,en,en,ja,desc,freq,3.59375,3.78125,2.890625,0.1875,-0.703125,981,1074,1475
gemma-2-2b,0,zh,ko,en,en,ko,desc,freq,0.0,0.0,0.0,0.0,0.0,6463,7686,6760
gemma-2-2b,0,zh,ko,en,en,en,val,desc,10.125,10.875,10.875,0.75,0.75,15,31,33
gemma-2-2b,0,zh,ko,en,en,fr,val,desc,3.25,3.875,3.640625,0.625,0.390625,1160,2307,2527
gemma-2-2b,0,zh,ko,en,en,de,val,desc,-4.09375,-2.03125,-2.21875,2.0625,1.875,38953,34137,34285
gemma-2-2b,0,zh,ko,en,en,es,val,desc,3.71875,4.65625,4.4375,0.9375,0.71875,900,1540,1698
gemma-2-2b,0,zh,ko,en,en,zh,val,desc,15.125,17.25,17.25,2.125,2.125,1,1,1
gemma-2-2b,0,zh,ko,en,en,ja,val,desc,3.59375,6.09375,6.09375,2.5,2.5,981,670,664
gemma-2-2b,0,zh,ko,en,en,ko,val,desc,0.0,0.0,0.0,0.0,0.0,6463,14846,14130
gemma-2-2b,0,zh,ko,en,en,en,val,val,10.125,10.875,10.0,0.75,-0.125,15,31,16
gemma-2-2b,0,zh,ko,en,en,fr,val,val,3.25,3.875,3.25,0.625,0.0,1160,2307,1142
gemma-2-2b,0,zh,ko,en,en,de,val,val,-4.09375,-2.03125,-4.1875,2.0625,-0.09375,38953,34137,39885
gemma-2-2b,0,zh,ko,en,en,es,val,val,3.71875,4.65625,3.6875,0.9375,-0.03125,900,1540,918
gemma-2-2b,0,zh,ko,en,en,zh,val,val,15.125,17.25,15.125,2.125,0.0,1,1,1
gemma-2-2b,0,zh,ko,en,en,ja,val,val,3.59375,6.09375,3.5625,2.5,-0.03125,981,670,991
gemma-2-2b,0,zh,ko,en,en,ko,val,val,0.0,0.0,0.0,0.0,0.0,6463,14846,6375
gemma-2-2b,0,zh,ko,en,en,en,val,freq,10.125,10.875,12.1875,0.75,2.0625,15,31,13
gemma-2-2b,0,zh,ko,en,en,fr,val,freq,3.25,3.875,3.953125,0.625,0.703125,1160,2307,2509
gemma-2-2b,0,zh,ko,en,en,de,val,freq,-4.09375,-2.03125,-2.34375,2.0625,1.75,38953,34137,43607
gemma-2-2b,0,zh,ko,en,en,es,val,freq,3.71875,4.65625,5.6875,0.9375,1.96875,900,1540,987
gemma-2-2b,0,zh,ko,en,en,zh,val,freq,15.125,17.25,16.875,2.125,1.75,1,1,1
gemma-2-2b,0,zh,ko,en,en,ja,val,freq,3.59375,6.09375,7.15625,2.5,3.5625,981,670,375
gemma-2-2b,0,zh,ko,en,en,ko,val,freq,0.0,0.0,0.0,0.0,0.0,6463,14846,16965
gemma-2-2b,0,zh,ko,en,en,en,freq,desc,10.125,11.375,11.125,1.25,1.0,15,15,15
gemma-2-2b,0,zh,ko,en,en,fr,freq,desc,3.25,4.90625,4.65625,1.65625,1.40625,1160,902,1001
gemma-2-2b,0,zh,ko,en,en,de,freq,desc,-4.09375,-2.5,-2.578125,1.59375,1.515625,38953,34010,33807
gemma-2-2b,0,zh,ko,en,en,es,freq,desc,3.71875,4.125,3.90625,0.40625,0.1875,900,1429,1565
gemma-2-2b,0,zh,ko,en,en,zh,freq,desc,15.125,16.375,16.25,1.25,1.125,1,0,0
gemma-2-2b,0,zh,ko,en,en,ja,freq,desc,3.59375,4.46875,4.28125,0.875,0.6875,981,1167,1258
