model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,ko,de,en,en,en,desc,desc,11.5625,11.5,11.5,-0.0625,-0.0625,4,0,5
gemma-2-2b,0,ko,de,en,en,fr,desc,desc,3.4375,2.28125,3.46875,-1.15625,0.03125,1049,1515,1033
gemma-2-2b,0,ko,de,en,en,de,desc,desc,0.0,0.0,0.0,0.0,0.0,8881,6510,8852
gemma-2-2b,0,ko,de,en,en,es,desc,desc,5.125,4.65625,5.03125,-0.46875,-0.09375,440,418,457
gemma-2-2b,0,ko,de,en,en,zh,desc,desc,7.5,6.71875,7.53125,-0.78125,0.03125,103,122,102
gemma-2-2b,0,ko,de,en,en,ja,desc,desc,6.1875,5.34375,6.15625,-0.84375,-0.03125,238,285,244
gemma-2-2b,0,ko,de,en,en,ko,desc,desc,12.4375,11.5,12.5,-0.9375,0.0625,0,1,0
gemma-2-2b,0,ko,de,en,en,en,desc,val,11.5625,11.5,11.3125,-0.0625,-0.25,4,0,1
gemma-2-2b,0,ko,de,en,en,fr,desc,val,3.4375,2.28125,2.0,-1.15625,-1.4375,1049,1515,1877
gemma-2-2b,0,ko,de,en,en,de,desc,val,0.0,0.0,0.0,0.0,0.0,8881,6510,6613
gemma-2-2b,0,ko,de,en,en,es,desc,val,5.125,4.65625,4.3125,-0.46875,-0.8125,440,418,523
gemma-2-2b,0,ko,de,en,en,zh,desc,val,7.5,6.71875,7.0,-0.78125,-0.5,103,122,113
gemma-2-2b,0,ko,de,en,en,ja,desc,val,6.1875,5.34375,5.375,-0.84375,-0.8125,238,285,289
gemma-2-2b,0,ko,de,en,en,ko,desc,val,12.4375,11.5,11.8125,-0.9375,-0.625,0,1,0
gemma-2-2b,0,ko,de,en,en,en,desc,freq,11.5625,11.5,11.3125,-0.0625,-0.25,4,0,1
