model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,de,en,en,en,en,desc,desc,0.0,0.0,0.0,0.0,0.0,26,15,27
gemma-2-2b,0,de,en,en,en,fr,desc,desc,-3.4375,-5.1875,-3.3125,-1.75,0.125,380,674,359
gemma-2-2b,0,de,en,en,en,de,desc,desc,5.3125,4.375,5.3125,-0.9375,0.0,0,0,0
gemma-2-2b,0,de,en,en,en,es,desc,desc,-6.8125,-7.875,-6.8125,-1.0625,0.0,2340,2846,2401
gemma-2-2b,0,de,en,en,en,zh,desc,desc,-6.75,-8.125,-6.75,-1.375,0.0,2260,3234,2327
gemma-2-2b,0,de,en,en,en,ja,desc,desc,-9.5,-9.3125,-9.375,0.1875,0.125,8986,6217,8920
gemma-2-2b,0,de,en,en,en,ko,desc,desc,-15.0,-15.4375,-15.0,-0.4375,0.0,88090,83367,88882
gemma-2-2b,0,de,en,en,en,en,desc,val,0.0,0.0,0.0,0.0,0.0,26,15,13
gemma-2-2b,0,de,en,en,en,fr,desc,val,-3.4375,-5.1875,-5.4375,-1.75,-2.0,380,674,726
gemma-2-2b,0,de,en,en,en,de,desc,val,5.3125,4.375,4.5,-0.9375,-0.8125,0,0,0
gemma-2-2b,0,de,en,en,en,es,desc,val,-6.8125,-7.875,-7.9375,-1.0625,-1.125,2340,2846,2804
gemma-2-2b,0,de,en,en,en,zh,desc,val,-6.75,-8.125,-7.875,-1.375,-1.125,2260,3234,2727
gemma-2-2b,0,de,en,en,en,ja,desc,val,-9.5,-9.3125,-9.375,0.1875,0.125,8986,6217,6087
gemma-2-2b,0,de,en,en,en,ko,desc,val,-15.0,-15.4375,-15.4375,-0.4375,-0.4375,88090,83367,81618
gemma-2-2b,0,de,en,en,en,en,desc,freq,0.0,0.0,0.0,0.0,0.0,26,15,13
gemma-2-2b,0,de,en,en,en,fr,desc,freq,-3.4375,-5.1875,-5.4375,-1.75,-2.0,380,674,722
gemma-2-2b,0,de,en,en,en,de,desc,freq,5.3125,4.375,4.375,-0.9375,-0.9375,0,0,0
gemma-2-2b,0,de,en,en,en,es,desc,freq,-6.8125,-7.875,-7.9375,-1.0625,-1.125,2340,2846,2780
gemma-2-2b,0,de,en,en,en,zh,desc,freq,-6.75,-8.125,-7.875,-1.375,-1.125,2260,3234,2707
gemma-2-2b,0,de,en,en,en,ja,desc,freq,-9.5,-9.3125,-9.375,0.1875,0.125,8986,6217,6056
gemma-2-2b,0,de,en,en,en,ko,desc,freq,-15.0,-15.4375,-15.4375,-0.4375,-0.4375,88090,83367,81310
gemma-2-2b,0,de,en,en,en,en,val,desc,0.0,0.0,0.0,0.0,0.0,26,20,25
gemma-2-2b,0,de,en,en,en,fr,val,desc,-3.4375,-5.03125,-5.125,-1.59375,-1.6875,380,537,555
gemma-2-2b,0,de,en,en,en,de,val,desc,5.3125,5.9375,5.9375,0.625,0.625,0,0,0
gemma-2-2b,0,de,en,en,en,es,val,desc,-6.8125,-9.8125,-9.8125,-3.0,-3.0,2340,6063,6209
gemma-2-2b,0,de,en,en,en,zh,val,desc,-6.75,-7.96875,-7.71875,-1.21875,-0.96875,2260,2246,2034
gemma-2-2b,0,de,en,en,en,ja,val,desc,-9.5,-7.625,-7.625,1.875,1.875,8986,1894,1931
gemma-2-2b,0,de,en,en,en,ko,val,desc,-15.0,-16.25,-16.0,-1.25,-1.0,88090,99579,93407
gemma-2-2b,0,de,en,en,en,en,val,val,0.0,0.0,0.0,0.0,0.0,26,20,25
gemma-2-2b,0,de,en,en,en,fr,val,val,-3.4375,-5.03125,-3.4375,-1.59375,0.0,380,537,379
gemma-2-2b,0,de,en,en,en,de,val,val,5.3125,5.9375,5.3125,0.625,0.0,0,0,0
gemma-2-2b,0,de,en,en,en,es,val,val,-6.8125,-9.8125,-6.8125,-3.0,0.0,2340,6063,2325
gemma-2-2b,0,de,en,en,en,zh,val,val,-6.75,-7.96875,-6.75,-1.21875,0.0,2260,2246,2246
gemma-2-2b,0,de,en,en,en,ja,val,val,-9.5,-7.625,-9.5,1.875,0.0,8986,1894,8996
