model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,es,en,en,en,en,desc,desc,0.0,0.0,0.0,0.0,0.0,17,15,18
gemma-2-2b,0,es,en,en,en,fr,desc,desc,-3.4375,-4.8125,-3.4375,-1.375,0.0,153,285,156
gemma-2-2b,0,es,en,en,en,de,desc,desc,-4.8125,-5.0,-4.8125,-0.1875,0.0,327,329,328
gemma-2-2b,0,es,en,en,en,es,desc,desc,7.4375,7.0625,7.4375,-0.375,0.0,0,0,0
gemma-2-2b,0,es,en,en,en,zh,desc,desc,-7.8125,-8.1875,-7.8125,-0.375,0.0,1648,1751,1665
gemma-2-2b,0,es,en,en,en,ja,desc,desc,-12.8125,-12.875,-12.875,-0.0625,-0.0625,19534,18530,19850
gemma-2-2b,0,es,en,en,en,ko,desc,desc,-11.25,-11.1875,-11.25,0.0625,0.0,9264,8080,9050
gemma-2-2b,0,es,en,en,en,en,desc,val,0.0,0.0,0.0,0.0,0.0,17,15,14
gemma-2-2b,0,es,en,en,en,fr,desc,val,-3.4375,-4.8125,-4.875,-1.375,-1.4375,153,285,286
gemma-2-2b,0,es,en,en,en,de,desc,val,-4.8125,-5.0,-5.0625,-0.1875,-0.25,327,329,329
gemma-2-2b,0,es,en,en,en,es,desc,val,7.4375,7.0625,6.9375,-0.375,-0.5,0,0,0
gemma-2-2b,0,es,en,en,en,zh,desc,val,-7.8125,-8.1875,-8.125,-0.375,-0.3125,1648,1751,1664
gemma-2-2b,0,es,en,en,en,ja,desc,val,-12.8125,-12.875,-12.8125,-0.0625,0.0,19534,18530,18432
gemma-2-2b,0,es,en,en,en,ko,desc,val,-11.25,-11.1875,-11.0625,0.0625,0.1875,9264,8080,7582
gemma-2-2b,0,es,en,en,en,en,desc,freq,0.0,0.0,0.0,0.0,0.0,17,15,15
gemma-2-2b,0,es,en,en,en,fr,desc,freq,-3.4375,-4.8125,-4.8125,-1.375,-1.375,153,285,292
gemma-2-2b,0,es,en,en,en,de,desc,freq,-4.8125,-5.0,-4.9375,-0.1875,-0.125,327,329,321
gemma-2-2b,0,es,en,en,en,es,desc,freq,7.4375,7.0625,6.9375,-0.375,-0.5,0,0,0
gemma-2-2b,0,es,en,en,en,zh,desc,freq,-7.8125,-8.1875,-8.125,-0.375,-0.3125,1648,1751,1705
gemma-2-2b,0,es,en,en,en,ja,desc,freq,-12.8125,-12.875,-12.8125,-0.0625,0.0,19534,18530,18868
gemma-2-2b,0,es,en,en,en,ko,desc,freq,-11.25,-11.1875,-11.0,0.0625,0.25,9264,8080,7576
gemma-2-2b,0,es,en,en,en,en,val,desc,0.0,0.0,0.0,0.0,0.0,17,12,12
gemma-2-2b,0,es,en,en,en,fr,val,desc,-3.4375,-4.1875,-4.3125,-0.75,-0.875,153,153,167
gemma-2-2b,0,es,en,en,en,de,val,desc,-4.8125,-7.0625,-6.84375,-2.25,-2.03125,327,589,526
gemma-2-2b,0,es,en,en,en,es,val,desc,7.4375,8.0,7.8125,0.5625,0.375,0,0,0
gemma-2-2b,0,es,en,en,en,zh,val,desc,-7.8125,-8.5,-8.375,-0.6875,-0.5625,1648,1176,1123
gemma-2-2b,0,es,en,en,en,ja,val,desc,-12.8125,-12.625,-12.625,0.1875,0.1875,19534,8149,8023
