model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,es,ko,en,en,en,desc,desc,11.25,11.1875,11.25,-0.0625,0.0,17,15,18
gemma-2-2b,0,es,ko,en,en,fr,desc,desc,7.84375,6.375,7.78125,-1.46875,-0.0625,153,285,156
gemma-2-2b,0,es,ko,en,en,de,desc,desc,6.46875,6.1875,6.40625,-0.28125,-0.0625,327,329,328
gemma-2-2b,0,es,ko,en,en,es,desc,desc,18.75,18.25,18.625,-0.5,-0.125,0,0,0
gemma-2-2b,0,es,ko,en,en,zh,desc,desc,3.46875,3.015625,3.40625,-0.453125,-0.0625,1648,1751,1665
gemma-2-2b,0,es,ko,en,en,ja,desc,desc,-1.546875,-1.6796875,-1.6328125,-0.1328125,-0.0859375,19534,18530,19850
gemma-2-2b,0,es,ko,en,en,ko,desc,desc,0.0,0.0,0.0,0.0,0.0,9264,8080,9050
gemma-2-2b,0,es,ko,en,en,en,desc,val,11.25,11.1875,11.0625,-0.0625,-0.1875,17,15,14
gemma-2-2b,0,es,ko,en,en,fr,desc,val,7.84375,6.375,6.1875,-1.46875,-1.65625,153,285,286
gemma-2-2b,0,es,ko,en,en,de,desc,val,6.46875,6.1875,6.0,-0.28125,-0.46875,327,329,329
gemma-2-2b,0,es,ko,en,en,es,desc,val,18.75,18.25,18.0,-0.5,-0.75,0,0,0
gemma-2-2b,0,es,ko,en,en,zh,desc,val,3.46875,3.015625,2.96875,-0.453125,-0.5,1648,1751,1664
gemma-2-2b,0,es,ko,en,en,ja,desc,val,-1.546875,-1.6796875,-1.765625,-0.1328125,-0.21875,19534,18530,18432
gemma-2-2b,0,es,ko,en,en,ko,desc,val,0.0,0.0,0.0,0.0,0.0,9264,8080,7582
gemma-2-2b,0,es,ko,en,en,en,desc,freq,11.25,11.1875,11.0,-0.0625,-0.25,17,15,15
gemma-2-2b,0,es,ko,en,en,fr,desc,freq,7.84375,6.375,6.1875,-1.46875,-1.65625,153,285,292
