model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,ko,en,en,en,en,desc,desc,0.0,0.0,0.0,0.0,0.0,4,0,5
gemma-2-2b,0,ko,en,en,en,fr,desc,desc,-8.125,-9.25,-8.0,-1.125,0.125,1049,1515,1033
gemma-2-2b,0,ko,en,en,en,de,desc,desc,-11.5625,-11.5,-11.5,0.0625,0.0625,8881,6510,8852
gemma-2-2b,0,ko,en,en,en,es,desc,desc,-6.4375,-6.875,-6.4375,-0.4375,0.0,440,418,457
gemma-2-2b,0,ko,en,en,en,zh,desc,desc,-4.0625,-4.8125,-3.9375,-0.75,0.125,103,122,102
gemma-2-2b,0,ko,en,en,en,ja,desc,desc,-5.375,-6.1875,-5.3125,-0.8125,0.0625,238,285,244
gemma-2-2b,0,ko,en,en,en,ko,desc,desc,0.875,0.0,1.0,-0.875,0.125,0,1,0
gemma-2-2b,0,ko,en,en,en,en,desc,val,0.0,0.0,0.0,0.0,0.0,4,0,1
gemma-2-2b,0,ko,en,en,en,fr,desc,val,-8.125,-9.25,-9.3125,-1.125,-1.1875,1049,1515,1877
gemma-2-2b,0,ko,en,en,en,de,desc,val,-11.5625,-11.5,-11.3125,0.0625,0.25,8881,6510,6613
gemma-2-2b,0,ko,en,en,en,es,desc,val,-6.4375,-6.875,-7.0,-0.4375,-0.5625,440,418,523
gemma-2-2b,0,ko,en,en,en,zh,desc,val,-4.0625,-4.8125,-4.3125,-0.75,-0.25,103,122,113
gemma-2-2b,0,ko,en,en,en,ja,desc,val,-5.375,-6.1875,-5.9375,-0.8125,-0.5625,238,285,289
gemma-2-2b,0,ko,en,en,en,ko,desc,val,0.875,0.0,0.5,-0.875,-0.375,0,1,0
gemma-2-2b,0,ko,en,en,en,en,desc,freq,0.0,0.0,0.0,0.0,0.0,4,0,1
gemma-2-2b,0,ko,en,en,en,fr,desc,freq,-8.125,-9.25,-9.375,-1.125,-1.25,1049,1515,1900
gemma-2-2b,0,ko,en,en,en,de,desc,freq,-11.5625,-11.5,-11.3125,0.0625,0.25,8881,6510,6505
gemma-2-2b,0,ko,en,en,en,es,desc,freq,-6.4375,-6.875,-7.0,-0.4375,-0.5625,440,418,516
gemma-2-2b,0,ko,en,en,en,zh,desc,freq,-4.0625,-4.8125,-4.375,-0.75,-0.3125,103,122,115
gemma-2-2b,0,ko,en,en,en,ja,desc,freq,-5.375,-6.1875,-5.9375,-0.8125,-0.5625,238,285,285
gemma-2-2b,0,ko,en,en,en,ko,desc,freq,0.875,0.0,0.5,-0.875,-0.375,0,1,0
gemma-2-2b,0,ko,en,en,en,en,val,desc,0.0,0.0,0.0,0.0,0.0,4,3,4
gemma-2-2b,0,ko,en,en,en,fr,val,desc,-8.125,-10.1875,-10.25,-2.0625,-2.125,1049,2169,2451
gemma-2-2b,0,ko,en,en,en,de,val,desc,-11.5625,-14.0,-13.75,-2.4375,-2.1875,8881,21048,20131
