model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
gemma-2-2b,0,ko,ko,en,en,en,desc,desc,-0.875,0.0,-1.0,0.875,-0.125,4,0,5
gemma-2-2b,0,ko,ko,en,en,fr,desc,desc,-9.0,-9.25,-9.0,-0.25,0.0,1049,1515,1033
gemma-2-2b,0,ko,ko,en,en,de,desc,desc,-12.4375,-11.5,-12.5,0.9375,-0.0625,8881,6510,8852
gemma-2-2b,0,ko,ko,en,en,es,desc,desc,-7.3125,-6.875,-7.4375,0.4375,-0.125,440,418,457
gemma-2-2b,0,ko,ko,en,en,zh,desc,desc,-4.9375,-4.8125,-4.9375,0.125,0.0,103,122,102
gemma-2-2b,0,ko,ko,en,en,ja,desc,desc,-6.25,-6.1875,-6.3125,0.0625,-0.0625,238,285,244
gemma-2-2b,0,ko,ko,en,en,ko,desc,desc,0.0,0.0,0.0,0.0,0.0,0,1,0
gemma-2-2b,0,ko,ko,en,en,en,desc,val,-0.875,0.0,-0.5,0.875,0.375,4,0,1
gemma-2-2b,0,ko,ko,en,en,fr,desc,val,-9.0,-9.25,-9.8125,-0.25,-0.8125,1049,1515,1877
gemma-2-2b,0,ko,ko,en,en,de,desc,val,-12.4375,-11.5,-11.8125,0.9375,0.625,8881,6510,6613
gemma-2-2b,0,ko,ko,en,en,es,desc,val,-7.3125,-6.875,-7.5,0.4375,-0.1875,440,418,523
gemma-2-2b,0,ko,ko,en,en,zh,desc,val,-4.9375,-4.8125,-4.8125,0.125,0.125,103,122,113
gemma-2-2b,0,ko,ko,en,en,ja,desc,val,-6.25,-6.1875,-6.4375,0.0625,-0.1875,238,285,289
gemma-2-2b,0,ko,ko,en,en,ko,desc,val,0.0,0.0,0.0,0.0,0.0,0,1,0
gemma-2-2b,0,ko,ko,en,en,en,desc,freq,-0.875,0.0,-0.5,0.875,0.375,4,0,1
gemma-2-2b,0,ko,ko,en,en,fr,desc,freq,-9.0,-9.25,-9.875,-0.25,-0.875,1049,1515,1900
gemma-2-2b,0,ko,ko,en,en,de,desc,freq,-12.4375,-11.5,-11.8125,0.9375,0.625,8881,6510,6505
gemma-2-2b,0,ko,ko,en,en,es,desc,freq,-7.3125,-6.875,-7.5,0.4375,-0.1875,440,418,516
gemma-2-2b,0,ko,ko,en,en,zh,desc,freq,-4.9375,-4.8125,-4.875,0.125,0.0625,103,122,115
gemma-2-2b,0,ko,ko,en,en,ja,desc,freq,-6.25,-6.1875,-6.4375,0.0625,-0.1875,238,285,285
gemma-2-2b,0,ko,ko,en,en,ko,desc,freq,0.0,0.0,0.0,0.0,0.0,0,1,0
gemma-2-2b,0,ko,ko,en,en,en,val,desc,-0.875,-0.4375,-0.875,0.4375,0.0,4,3,4
gemma-2-2b,0,ko,ko,en,en,fr,val,desc,-9.0,-10.625,-11.125,-1.625,-2.125,1049,2169,2451
gemma-2-2b,0,ko,ko,en,en,de,val,desc,-12.4375,-14.4375,-14.625,-2.0,-2.1875,8881,21048,20131
gemma-2-2b,0,ko,ko,en,en,es,val,desc,-7.3125,-9.8125,-10.1875,-2.5,-2.875,440,1445,1506
gemma-2-2b,0,ko,ko,en,en,zh,val,desc,-4.9375,-4.1875,-4.625,0.75,0.3125,103,63,75
gemma-2-2b,0,ko,ko,en,en,ja,val,desc,-6.25,-4.75,-5.0625,1.5,1.1875,238,89,98
gemma-2-2b,0,ko,ko,en,en,ko,val,desc,0.0,0.0,0.0,0.0,0.0,0,2,1
gemma-2-2b,0,ko,ko,en,en,en,val,val,-0.875,-0.4375,-0.875,0.4375,0.0,4,3,4
gemma-2-2b,0,ko,ko,en,en,fr,val,val,-9.0,-10.625,-9.0,-1.625,0.0,1049,2169,1046
gemma-2-2b,0,ko,ko,en,en,de,val,val,-12.4375,-14.4375,-12.5,-2.0,-0.0625,8881,21048,9052
gemma-2-2b,0,ko,ko,en,en,es,val,val,-7.3125,-9.8125,-7.375,-2.5,-0.0625,440,1445,452
gemma-2-2b,0,ko,ko,en,en,zh,val,val,-4.9375,-4.1875,-4.9375,0.75,0.0,103,63,101
gemma-2-2b,0,ko,ko,en,en,ja,val,val,-6.25,-4.75,-6.25,1.5,0.0,238,89,237
gemma-2-2b,0,ko,ko,en,en,ko,val,val,0.0,0.0,0.0,0.0,0.0,0,2,0
gemma-2-2b,0,ko,ko,en,en,en,val,freq,-0.875,-0.4375,0.625,0.4375,1.5,4,3,1
gemma-2-2b,0,ko,ko,en,en,fr,val,freq,-9.0,-10.625,-9.125,-1.625,-0.125,1049,2169,1991
gemma-2-2b,0,ko,ko,en,en,de,val,freq,-12.4375,-14.4375,-13.625,-2.0,-1.1875,8881,21048,30851
gemma-2-2b,0,ko,ko,en,en,es,val,freq,-7.3125,-9.8125,-7.8125,-2.5,-0.5,440,1445,1000
gemma-2-2b,0,ko,ko,en,en,zh,val,freq,-4.9375,-4.1875,-3.4375,0.75,1.5,103,63,73
gemma-2-2b,0,ko,ko,en,en,ja,val,freq,-6.25,-4.75,-3.8125,1.5,2.4375,238,89,96
gemma-2-2b,0,ko,ko,en,en,ko,val,freq,0.0,0.0,0.0,0.0,0.0,0,2,4
gemma-2-2b,0,ko,ko,en,en,en,freq,desc,-0.875,0.0,-0.125,0.875,0.75,4,1,2
gemma-2-2b,0,ko,ko,en,en,fr,freq,desc,-9.0,-7.625,-7.875,1.375,1.125,1049,852,906
gemma-2-2b,0,ko,ko,en,en,de,freq,desc,-12.4375,-11.25,-11.4375,1.1875,1.0,8881,7518,7655
gemma-2-2b,0,ko,ko,en,en,es,freq,desc,-7.3125,-7.5,-7.75,-0.1875,-0.4375,440,807,862
gemma-2-2b,0,ko,ko,en,en,zh,freq,desc,-4.9375,-4.0625,-4.3125,0.875,0.625,103,100,109
gemma-2-2b,0,ko,ko,en,en,ja,freq,desc,-6.25,-5.75,-6.0,0.5,0.25,238,293,312
gemma-2-2b,0,ko,ko,en,en,ko,freq,desc,0.0,0.0,0.0,0.0,0.0,0,3,1
gemma-2-2b,0,ko,ko,en,en,en,freq,val,-0.875,0.0,-1.375,0.875,-0.5,4,1,5
gemma-2-2b,0,ko,ko,en,en,fr,freq,val,-9.0,-7.625,-8.875,1.375,0.125,1049,852,1183
gemma-2-2b,0,ko,ko,en,en,de,freq,val,-12.4375,-11.25,-12.4375,1.1875,0.0,8881,7518,11423
gemma-2-2b,0,ko,ko,en,en,es,freq,val,-7.3125,-7.5,-7.4375,-0.1875,-0.125,440,807,509
gemma-2-2b,0,ko,ko,en,en,zh,freq,val,-4.9375,-4.0625,-4.9375,0.875,0.0,103,100,127
gemma-2-2b,0,ko,ko,en,en,ja,freq,val,-6.25,-5.75,-6.25,0.5,0.0,238,293,257
gemma-2-2b,0,ko,ko,en,en,ko,freq,val,0.0,0.0,0.0,0.0,0.0,0,3,0
gemma-2-2b,0,ko,ko,en,en,en,freq,freq,-0.875,0.0,-1.0,0.875,-0.125,4,1,5
gemma-2-2b,0,ko,ko,en,en,fr,freq,freq,-9.0,-7.625,-9.0,1.375,0.0,1049,852,1059
gemma-2-2b,0,ko,ko,en,en,de,freq,freq,-12.4375,-11.25,-12.375,1.1875,0.0625,8881,7518,8808
gemma-2-2b,0,ko,ko,en,en,es,freq,freq,-7.3125,-7.5,-7.375,-0.1875,-0.0625,440,807,458
gemma-2-2b,0,ko,ko,en,en,zh,freq,freq,-4.9375,-4.0625,-4.9375,0.875,0.0,103,100,109
gemma-2-2b,0,ko,ko,en,en,ja,freq,freq,-6.25,-5.75,-6.25,0.5,0.0,238,293,242
gemma-2-2b,0,ko,ko,en,en,ko,freq,freq,0.0,0.0,0.0,0.0,0.0,0,3,0
gemma-2-2b,0,ko,ko,fr,fr,en,desc,desc,-0.875,0.9375,-0.875,1.8125,0.0,4,15,4
