model,prompt_lang,adj_lang,measure_lang,series,mean_value,source_csv
gemma-2-2b,fr,fr,ko,iso_val__proj_desc,-0.24,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,ko,iso_val__proj_val,-0.001875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,ko,iso_val__proj_freq,-0.7484375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,ko,iso_freq__proj_desc,0.6925,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,ko,iso_freq__proj_val,-0.3309375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,ko,iso_freq__proj_freq,0.00875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,original,-10.711875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,amp_desc,-0.0715625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,amp_val,0.233125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,amp_freq,1.9409375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_desc__proj_desc,0.003125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_desc__proj_val,-0.2965625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_desc__proj_freq,-0.11125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_val__proj_desc,-0.0075,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_val__proj_val,-0.004375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_val__proj_freq,-0.268125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_freq__proj_desc,1.5215625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_freq__proj_val,1.1715625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,fr,zh,iso_freq__proj_freq,0.003125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_fr.csv
gemma-2-2b,fr,ja,de,original,4.90375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,amp_desc,-9.335625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,amp_val,-6.12265625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,amp_freq,-13.322109375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_desc__proj_desc,-0.004375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_desc__proj_val,-1.148125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_desc__proj_freq,-0.62546875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_val__proj_desc,-0.12515625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_val__proj_val,0.000625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_val__proj_freq,-1.01328125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_freq__proj_desc,-0.22240234375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_freq__proj_val,-6.369609375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,de,iso_freq__proj_freq,-0.0040625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,original,8.8821875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,amp_desc,-10.31046875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,amp_val,-7.38546875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,amp_freq,-14.7461328125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_desc__proj_desc,0.00171875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_desc__proj_val,-2.22078125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_desc__proj_freq,-1.01265625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_val__proj_desc,-0.81171875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_val__proj_val,0.0040625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_val__proj_freq,-1.3765625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_freq__proj_desc,-2.069140625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_freq__proj_val,-8.7542578125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,en,iso_freq__proj_freq,0.00015625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,original,8.4640625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,amp_desc,-9.80640625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,amp_val,-6.71828125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,amp_freq,-15.111953125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_desc__proj_desc,0.0015625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_desc__proj_val,-1.2875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_desc__proj_freq,-0.5284375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_val__proj_desc,-0.484375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_val__proj_val,0.01125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_val__proj_freq,-0.91,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_freq__proj_desc,-0.83703125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_freq__proj_val,-7.21140625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,es,iso_freq__proj_freq,-0.0053125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,original,12.0478125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,amp_desc,-9.823125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,amp_val,-6.63,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,amp_freq,-16.294296875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_desc__proj_desc,-0.00125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_desc__proj_val,-0.8296875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_desc__proj_freq,-0.3240625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_val__proj_desc,-0.4884375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_val__proj_val,0.001875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_val__proj_freq,-0.8153125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_freq__proj_desc,-0.2659375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_freq__proj_val,-6.49296875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,fr,iso_freq__proj_freq,-0.001875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,original,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,amp_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,amp_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,amp_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_desc__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_desc__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_desc__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_val__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_val__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_val__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_freq__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_freq__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ja,iso_freq__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,original,-2.2487890625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,amp_desc,-7.1982421875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,amp_val,-5.5035546875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,amp_freq,-8.4207421875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_desc__proj_desc,0.0010546875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_desc__proj_val,-0.3820703125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_desc__proj_freq,-0.7101953125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_val__proj_desc,0.3778125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_val__proj_val,0.001953125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_val__proj_freq,-0.40689453125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_freq__proj_desc,-0.7605859375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_freq__proj_val,-3.25796875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,ko,iso_freq__proj_freq,-0.002578125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,original,1.336171875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,amp_desc,-3.11310546875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,amp_val,-2.265859375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,amp_freq,-2.927109375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_desc__proj_desc,0.001875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_desc__proj_val,-0.381015625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_desc__proj_freq,0.266953125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_val__proj_desc,0.253046875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_val__proj_val,0.002265625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_val__proj_freq,0.66890625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_freq__proj_desc,0.14890625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_freq__proj_val,-0.56515625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ja,zh,iso_freq__proj_freq,-0.001171875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ja.csv
gemma-2-2b,fr,ko,de,original,7.1534375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,amp_desc,-0.15,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,amp_val,-7.86109375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,amp_freq,-9.73212890625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_desc__proj_desc,-0.00859375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_desc__proj_val,-0.098125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_desc__proj_freq,-0.036875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_val__proj_desc,-7.810234375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_val__proj_val,-0.00984375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_val__proj_freq,-0.7884375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_freq__proj_desc,-9.688203125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_freq__proj_val,-0.2770703125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,de,iso_freq__proj_freq,-0.0059375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,original,11.131875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,amp_desc,-0.2084375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,amp_val,-8.817265625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,amp_freq,-11.66552734375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_desc__proj_desc,0.0046875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_desc__proj_val,-0.1553125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_desc__proj_freq,-0.0884375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_val__proj_desc,-8.755859375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_val__proj_val,-0.009375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_val__proj_freq,-0.6115625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
gemma-2-2b,fr,ko,en,iso_freq__proj_desc,-11.606796875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_fr__adj_ko.csv
