model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,de,en,en,en,en,desc,desc,0.0,nan,nan,nan,nan,8,13855,13855
qwen3-4b,0,de,en,en,en,fr,desc,desc,-10.3125,nan,nan,nan,nan,1461,1728,1728
qwen3-4b,0,de,en,en,en,de,desc,desc,6.875,nan,nan,nan,nan,0,21062,21062
qwen3-4b,0,de,en,en,en,es,desc,desc,-3.25,nan,nan,nan,nan,22,76,76
qwen3-4b,0,de,en,en,en,zh,desc,desc,-8.5,nan,nan,nan,nan,556,100250,100250
qwen3-4b,0,de,en,en,en,ja,desc,desc,-12.375,nan,nan,nan,nan,4479,132430,132430
qwen3-4b,0,de,en,en,en,ko,desc,desc,-13.25,nan,nan,nan,nan,6942,60315,60315
qwen3-4b,0,de,en,en,en,en,desc,val,0.0,nan,nan,nan,nan,8,13855,13855
qwen3-4b,0,de,en,en,en,fr,desc,val,-10.3125,nan,nan,nan,nan,1461,1728,1728
qwen3-4b,0,de,en,en,en,de,desc,val,6.875,nan,nan,nan,nan,0,21062,21062
qwen3-4b,0,de,en,en,en,es,desc,val,-3.25,nan,nan,nan,nan,22,76,76
qwen3-4b,0,de,en,en,en,zh,desc,val,-8.5,nan,nan,nan,nan,556,100250,100250
qwen3-4b,0,de,en,en,en,ja,desc,val,-12.375,nan,nan,nan,nan,4479,132430,132430
qwen3-4b,0,de,en,en,en,ko,desc,val,-13.25,nan,nan,nan,nan,6942,60315,60315
qwen3-4b,0,de,en,en,en,en,desc,freq,0.0,nan,nan,nan,nan,8,13855,13855
qwen3-4b,0,de,en,en,en,fr,desc,freq,-10.3125,nan,nan,nan,nan,1461,1728,1728
qwen3-4b,0,de,en,en,en,de,desc,freq,6.875,nan,nan,nan,nan,0,21062,21062
qwen3-4b,0,de,en,en,en,es,desc,freq,-3.25,nan,nan,nan,nan,22,76,76
qwen3-4b,0,de,en,en,en,zh,desc,freq,-8.5,nan,nan,nan,nan,556,100250,100250
qwen3-4b,0,de,en,en,en,ja,desc,freq,-12.375,nan,nan,nan,nan,4479,132430,132430
qwen3-4b,0,de,en,en,en,ko,desc,freq,-13.25,nan,nan,nan,nan,6942,60315,60315
qwen3-4b,0,de,en,en,en,en,val,desc,0.0,0.0,0.0,0.0,0.0,8,7,6
qwen3-4b,0,de,en,en,en,fr,val,desc,-10.3125,-8.0,-8.0,2.3125,2.3125,1461,1366,1178
qwen3-4b,0,de,en,en,en,de,val,desc,6.875,5.125,5.25,-1.75,-1.625,0,0,0
qwen3-4b,0,de,en,en,en,es,val,desc,-3.25,-4.625,-4.6875,-1.375,-1.4375,22,122,125
qwen3-4b,0,de,en,en,en,zh,val,desc,-8.5,-4.0,-4.875,4.5,3.625,556,79,145
qwen3-4b,0,de,en,en,en,ja,val,desc,-12.375,-7.8125,-7.875,4.5625,4.5,4479,1237,1107
qwen3-4b,0,de,en,en,en,ko,val,desc,-13.25,-8.125,-9.5,5.125,3.75,6942,1530,3326
qwen3-4b,0,de,en,en,en,en,val,val,0.0,0.0,0.0,0.0,0.0,8,7,8
qwen3-4b,0,de,en,en,en,fr,val,val,-10.3125,-8.0,-10.3125,2.3125,0.0,1461,1366,1461
qwen3-4b,0,de,en,en,en,de,val,val,6.875,5.125,6.875,-1.75,0.0,0,0,0
qwen3-4b,0,de,en,en,en,es,val,val,-3.25,-4.625,-3.25,-1.375,0.0,22,122,22
qwen3-4b,0,de,en,en,en,zh,val,val,-8.5,-4.0,-8.5,4.5,0.0,556,79,556
qwen3-4b,0,de,en,en,en,ja,val,val,-12.375,-7.8125,-12.375,4.5625,0.0,4479,1237,4479
qwen3-4b,0,de,en,en,en,ko,val,val,-13.25,-8.125,-13.25,5.125,0.0,6942,1530,6942
qwen3-4b,0,de,en,en,en,en,val,freq,0.0,0.0,0.0,0.0,0.0,8,7,5
qwen3-4b,0,de,en,en,en,fr,val,freq,-10.3125,-8.0,-8.3125,2.3125,2.0,1461,1366,1018
qwen3-4b,0,de,en,en,en,de,val,freq,6.875,5.125,5.0,-1.75,-1.875,0,0,0
qwen3-4b,0,de,en,en,en,es,val,freq,-3.25,-4.625,-4.875,-1.375,-1.625,22,122,97
qwen3-4b,0,de,en,en,en,zh,val,freq,-8.5,-4.0,-5.25,4.5,3.25,556,79,147
qwen3-4b,0,de,en,en,en,ja,val,freq,-12.375,-7.8125,-9.0,4.5625,3.375,4479,1237,1653
qwen3-4b,0,de,en,en,en,ko,val,freq,-13.25,-8.125,-10.125,5.125,3.125,6942,1530,3465
qwen3-4b,0,de,en,en,en,en,freq,desc,0.0,0.0,0.0,0.0,0.0,8,9,10
qwen3-4b,0,de,en,en,en,fr,freq,desc,-10.3125,-10.375,-10.1875,-0.0625,0.125,1461,1900,1780
qwen3-4b,0,de,en,en,en,de,freq,desc,6.875,7.125,6.875,0.25,0.0,0,0,0
