model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,de,ja,en,en,en,desc,desc,12.375,nan,nan,nan,nan,8,13855,13855
qwen3-4b,0,de,ja,en,en,fr,desc,desc,2.09375,nan,nan,nan,nan,1461,1728,1728
qwen3-4b,0,de,ja,en,en,de,desc,desc,19.25,nan,nan,nan,nan,0,21062,21062
qwen3-4b,0,de,ja,en,en,es,desc,desc,9.125,nan,nan,nan,nan,22,76,76
qwen3-4b,0,de,ja,en,en,zh,desc,desc,3.90625,nan,nan,nan,nan,556,100250,100250
qwen3-4b,0,de,ja,en,en,ja,desc,desc,0.0,nan,nan,nan,nan,4479,132430,132430
qwen3-4b,0,de,ja,en,en,ko,desc,desc,-0.828125,nan,nan,nan,nan,6942,60315,60315
qwen3-4b,0,de,ja,en,en,en,desc,val,12.375,nan,nan,nan,nan,8,13855,13855
qwen3-4b,0,de,ja,en,en,fr,desc,val,2.09375,nan,nan,nan,nan,1461,1728,1728
qwen3-4b,0,de,ja,en,en,de,desc,val,19.25,nan,nan,nan,nan,0,21062,21062
qwen3-4b,0,de,ja,en,en,es,desc,val,9.125,nan,nan,nan,nan,22,76,76
qwen3-4b,0,de,ja,en,en,zh,desc,val,3.90625,nan,nan,nan,nan,556,100250,100250
qwen3-4b,0,de,ja,en,en,ja,desc,val,0.0,nan,nan,nan,nan,4479,132430,132430
qwen3-4b,0,de,ja,en,en,ko,desc,val,-0.828125,nan,nan,nan,nan,6942,60315,60315
qwen3-4b,0,de,ja,en,en,en,desc,freq,12.375,nan,nan,nan,nan,8,13855,13855
qwen3-4b,0,de,ja,en,en,fr,desc,freq,2.09375,nan,nan,nan,nan,1461,1728,1728
qwen3-4b,0,de,ja,en,en,de,desc,freq,19.25,nan,nan,nan,nan,0,21062,21062
qwen3-4b,0,de,ja,en,en,es,desc,freq,9.125,nan,nan,nan,nan,22,76,76
qwen3-4b,0,de,ja,en,en,zh,desc,freq,3.90625,nan,nan,nan,nan,556,100250,100250
qwen3-4b,0,de,ja,en,en,ja,desc,freq,0.0,nan,nan,nan,nan,4479,132430,132430
qwen3-4b,0,de,ja,en,en,ko,desc,freq,-0.828125,nan,nan,nan,nan,6942,60315,60315
qwen3-4b,0,de,ja,en,en,en,val,desc,12.375,7.8125,7.875,-4.5625,-4.5,8,7,6
qwen3-4b,0,de,ja,en,en,fr,val,desc,2.09375,-0.1875,-0.125,-2.28125,-2.21875,1461,1366,1178
qwen3-4b,0,de,ja,en,en,de,val,desc,19.25,12.9375,13.125,-6.3125,-6.125,0,0,0
qwen3-4b,0,de,ja,en,en,es,val,desc,9.125,3.1875,3.1875,-5.9375,-5.9375,22,122,125
qwen3-4b,0,de,ja,en,en,zh,val,desc,3.90625,3.8125,3.0,-0.09375,-0.90625,556,79,145
qwen3-4b,0,de,ja,en,en,ja,val,desc,0.0,0.0,0.0,0.0,0.0,4479,1237,1107
qwen3-4b,0,de,ja,en,en,ko,val,desc,-0.828125,-0.3125,-1.59375,0.515625,-0.765625,6942,1530,3326
qwen3-4b,0,de,ja,en,en,en,val,val,12.375,7.8125,12.375,-4.5625,0.0,8,7,8
qwen3-4b,0,de,ja,en,en,fr,val,val,2.09375,-0.1875,2.09375,-2.28125,0.0,1461,1366,1461
qwen3-4b,0,de,ja,en,en,de,val,val,19.25,12.9375,19.25,-6.3125,0.0,0,0,0
qwen3-4b,0,de,ja,en,en,es,val,val,9.125,3.1875,9.125,-5.9375,0.0,22,122,22
qwen3-4b,0,de,ja,en,en,zh,val,val,3.90625,3.8125,3.90625,-0.09375,0.0,556,79,556
qwen3-4b,0,de,ja,en,en,ja,val,val,0.0,0.0,0.0,0.0,0.0,4479,1237,4479
qwen3-4b,0,de,ja,en,en,ko,val,val,-0.828125,-0.3125,-0.828125,0.515625,0.0,6942,1530,6942
qwen3-4b,0,de,ja,en,en,en,val,freq,12.375,7.8125,9.0,-4.5625,-3.375,8,7,5
qwen3-4b,0,de,ja,en,en,fr,val,freq,2.09375,-0.1875,0.6875,-2.28125,-1.40625,1461,1366,1018
qwen3-4b,0,de,ja,en,en,de,val,freq,19.25,12.9375,14.0,-6.3125,-5.25,0,0,0
qwen3-4b,0,de,ja,en,en,es,val,freq,9.125,3.1875,4.125,-5.9375,-5.0,22,122,97
qwen3-4b,0,de,ja,en,en,zh,val,freq,3.90625,3.8125,3.75,-0.09375,-0.15625,556,79,147
qwen3-4b,0,de,ja,en,en,ja,val,freq,0.0,0.0,0.0,0.0,0.0,4479,1237,1653
qwen3-4b,0,de,ja,en,en,ko,val,freq,-0.828125,-0.3125,-1.125,0.515625,-0.296875,6942,1530,3465
qwen3-4b,0,de,ja,en,en,en,freq,desc,12.375,11.5,11.625,-0.875,-0.75,8,9,10
qwen3-4b,0,de,ja,en,en,fr,freq,desc,2.09375,1.09375,1.40625,-1.0,-0.6875,1461,1900,1780
qwen3-4b,0,de,ja,en,en,de,freq,desc,19.25,18.625,18.5,-0.625,-0.75,0,0,0
qwen3-4b,0,de,ja,en,en,es,freq,desc,9.125,8.3125,8.5,-0.8125,-0.625,22,27,24
qwen3-4b,0,de,ja,en,en,zh,freq,desc,3.90625,4.1875,3.40625,0.28125,-0.5,556,329,597
qwen3-4b,0,de,ja,en,en,ja,freq,desc,0.0,0.0,0.0,0.0,0.0,4479,3588,3828
qwen3-4b,0,de,ja,en,en,ko,freq,desc,-0.828125,0.0625,-0.90625,0.890625,-0.078125,6942,3452,6322
qwen3-4b,0,de,ja,en,en,en,freq,val,12.375,11.5,12.25,-0.875,-0.125,8,9,8
qwen3-4b,0,de,ja,en,en,fr,freq,val,2.09375,1.09375,1.875,-1.0,-0.21875,1461,1900,1607
qwen3-4b,0,de,ja,en,en,de,freq,val,19.25,18.625,19.0,-0.625,-0.25,0,0,0
qwen3-4b,0,de,ja,en,en,es,freq,val,9.125,8.3125,9.0,-0.8125,-0.125,22,27,23
qwen3-4b,0,de,ja,en,en,zh,freq,val,3.90625,4.1875,3.84375,0.28125,-0.0625,556,329,553
qwen3-4b,0,de,ja,en,en,ja,freq,val,0.0,0.0,0.0,0.0,0.0,4479,3588,4347
qwen3-4b,0,de,ja,en,en,ko,freq,val,-0.828125,0.0625,-0.8125,0.890625,0.015625,6942,3452,6728
qwen3-4b,0,de,ja,en,en,en,freq,freq,12.375,11.5,12.375,-0.875,0.0,8,9,8
qwen3-4b,0,de,ja,en,en,fr,freq,freq,2.09375,1.09375,2.09375,-1.0,0.0,1461,1900,1461
qwen3-4b,0,de,ja,en,en,de,freq,freq,19.25,18.625,19.25,-0.625,0.0,0,0,0
qwen3-4b,0,de,ja,en,en,es,freq,freq,9.125,8.3125,9.125,-0.8125,0.0,22,27,22
qwen3-4b,0,de,ja,en,en,zh,freq,freq,3.90625,4.1875,3.90625,0.28125,0.0,556,329,556
qwen3-4b,0,de,ja,en,en,ja,freq,freq,0.0,0.0,0.0,0.0,0.0,4479,3588,4479
qwen3-4b,0,de,ja,en,en,ko,freq,freq,-0.828125,0.0625,-0.828125,0.890625,0.0,6942,3452,6942
qwen3-4b,0,de,ja,fr,fr,en,desc,desc,12.375,9.375,12.375,-3.0,0.0,8,13,8
qwen3-4b,0,de,ja,fr,fr,fr,desc,desc,2.09375,6.84375,2.09375,4.75,0.0,1461,38,1461
qwen3-4b,0,de,ja,fr,fr,de,desc,desc,19.25,16.875,19.25,-2.375,0.0,0,0,0
qwen3-4b,0,de,ja,fr,fr,es,desc,desc,9.125,8.5,9.125,-0.625,0.0,22,15,22
qwen3-4b,0,de,ja,fr,fr,zh,desc,desc,3.90625,1.0625,3.90625,-2.84375,0.0,556,1377,556
qwen3-4b,0,de,ja,fr,fr,ja,desc,desc,0.0,0.0,0.0,0.0,0.0,4479,2385,4479
qwen3-4b,0,de,ja,fr,fr,ko,desc,desc,-0.828125,-3.75,-0.828125,-2.921875,0.0,6942,16314,6942
qwen3-4b,0,de,ja,fr,fr,en,desc,val,12.375,9.375,12.125,-3.0,-0.25,8,13,8
qwen3-4b,0,de,ja,fr,fr,fr,desc,val,2.09375,6.84375,2.25,4.75,0.15625,1461,38,1270
qwen3-4b,0,de,ja,fr,fr,de,desc,val,19.25,16.875,19.0,-2.375,-0.25,0,0,0
qwen3-4b,0,de,ja,fr,fr,es,desc,val,9.125,8.5,9.0,-0.625,-0.125,22,15,21
qwen3-4b,0,de,ja,fr,fr,zh,desc,val,3.90625,1.0625,3.96875,-2.84375,0.0625,556,1377,500
qwen3-4b,0,de,ja,fr,fr,ja,desc,val,0.0,0.0,0.0,0.0,0.0,4479,2385,4300
qwen3-4b,0,de,ja,fr,fr,ko,desc,val,-0.828125,-3.75,-0.96875,-2.921875,-0.140625,6942,16314,7218
qwen3-4b,0,de,ja,fr,fr,en,desc,freq,12.375,9.375,12.375,-3.0,0.0,8,13,8
qwen3-4b,0,de,ja,fr,fr,fr,desc,freq,2.09375,6.84375,2.25,4.75,0.15625,1461,38,1313
qwen3-4b,0,de,ja,fr,fr,de,desc,freq,19.25,16.875,19.25,-2.375,0.0,0,0,0
qwen3-4b,0,de,ja,fr,fr,es,desc,freq,9.125,8.5,9.1875,-0.625,0.0625,22,15,22
qwen3-4b,0,de,ja,fr,fr,zh,desc,freq,3.90625,1.0625,3.9375,-2.84375,0.03125,556,1377,532
qwen3-4b,0,de,ja,fr,fr,ja,desc,freq,0.0,0.0,0.0,0.0,0.0,4479,2385,4403
qwen3-4b,0,de,ja,fr,fr,ko,desc,freq,-0.828125,-3.75,-0.921875,-2.921875,-0.09375,6942,16314,7172
qwen3-4b,0,de,ja,fr,fr,en,val,desc,12.375,8.125,9.625,-4.25,-2.75,8,6,7
qwen3-4b,0,de,ja,fr,fr,fr,val,desc,2.09375,6.84375,1.6875,4.75,-0.40625,1461,16,586
qwen3-4b,0,de,ja,fr,fr,de,val,desc,19.25,13.625,14.875,-5.625,-4.375,0,0,0
qwen3-4b,0,de,ja,fr,fr,es,val,desc,9.125,7.78125,7.0,-1.34375,-2.125,22,9,16
qwen3-4b,0,de,ja,fr,fr,zh,val,desc,3.90625,-0.0625,1.8125,-3.96875,-2.09375,556,1261,553
