model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,en,ko,en,en,en,desc,desc,20.625,nan,nan,nan,nan,0,13855,13855
qwen3-4b,0,en,ko,en,en,fr,desc,desc,2.15625,nan,nan,nan,nan,1362,1728,1728
qwen3-4b,0,en,ko,en,en,de,desc,desc,2.75,nan,nan,nan,nan,991,21062,21062
qwen3-4b,0,en,ko,en,en,es,desc,desc,6.15625,nan,nan,nan,nan,114,76,76
qwen3-4b,0,en,ko,en,en,zh,desc,desc,8.375,nan,nan,nan,nan,31,100250,100250
qwen3-4b,0,en,ko,en,en,ja,desc,desc,6.53125,nan,nan,nan,nan,88,132430,132430
qwen3-4b,0,en,ko,en,en,ko,desc,desc,0.0,nan,nan,nan,nan,3896,60315,60315
qwen3-4b,0,en,ko,en,en,en,desc,val,20.625,nan,nan,nan,nan,0,13855,13855
qwen3-4b,0,en,ko,en,en,fr,desc,val,2.15625,nan,nan,nan,nan,1362,1728,1728
qwen3-4b,0,en,ko,en,en,de,desc,val,2.75,nan,nan,nan,nan,991,21062,21062
qwen3-4b,0,en,ko,en,en,es,desc,val,6.15625,nan,nan,nan,nan,114,76,76
qwen3-4b,0,en,ko,en,en,zh,desc,val,8.375,nan,nan,nan,nan,31,100250,100250
qwen3-4b,0,en,ko,en,en,ja,desc,val,6.53125,nan,nan,nan,nan,88,132430,132430
qwen3-4b,0,en,ko,en,en,ko,desc,val,0.0,nan,nan,nan,nan,3896,60315,60315
qwen3-4b,0,en,ko,en,en,en,desc,freq,20.625,nan,nan,nan,nan,0,13855,13855
qwen3-4b,0,en,ko,en,en,fr,desc,freq,2.15625,nan,nan,nan,nan,1362,1728,1728
qwen3-4b,0,en,ko,en,en,de,desc,freq,2.75,nan,nan,nan,nan,991,21062,21062
qwen3-4b,0,en,ko,en,en,es,desc,freq,6.15625,nan,nan,nan,nan,114,76,76
qwen3-4b,0,en,ko,en,en,zh,desc,freq,8.375,nan,nan,nan,nan,31,100250,100250
qwen3-4b,0,en,ko,en,en,ja,desc,freq,6.53125,nan,nan,nan,nan,88,132430,132430
qwen3-4b,0,en,ko,en,en,ko,desc,freq,0.0,nan,nan,nan,nan,3896,60315,60315
qwen3-4b,0,en,ko,en,en,en,val,desc,20.625,12.0625,13.5,-8.5625,-7.125,0,0,0
qwen3-4b,0,en,ko,en,en,fr,val,desc,2.15625,-1.75,-0.375,-3.90625,-2.53125,1362,2263,1799
qwen3-4b,0,en,ko,en,en,de,val,desc,2.75,-2.71875,-1.46875,-5.46875,-4.21875,991,4363,3783
qwen3-4b,0,en,ko,en,en,es,val,desc,6.15625,-0.6875,0.6875,-6.84375,-5.46875,114,1023,785
qwen3-4b,0,en,ko,en,en,zh,val,desc,8.375,6.1875,6.625,-2.1875,-1.75,31,11,18
qwen3-4b,0,en,ko,en,en,ja,val,desc,6.53125,3.75,5.0,-2.78125,-1.53125,88,57,43
qwen3-4b,0,en,ko,en,en,ko,val,desc,0.0,0.0,0.0,0.0,0.0,3896,641,1422
qwen3-4b,0,en,ko,en,en,en,val,val,20.625,12.0625,20.625,-8.5625,0.0,0,0,0
qwen3-4b,0,en,ko,en,en,fr,val,val,2.15625,-1.75,2.15625,-3.90625,0.0,1362,2263,1362
qwen3-4b,0,en,ko,en,en,de,val,val,2.75,-2.71875,2.75,-5.46875,0.0,991,4363,991
qwen3-4b,0,en,ko,en,en,es,val,val,6.15625,-0.6875,6.15625,-6.84375,0.0,114,1023,114
qwen3-4b,0,en,ko,en,en,zh,val,val,8.375,6.1875,8.375,-2.1875,0.0,31,11,31
qwen3-4b,0,en,ko,en,en,ja,val,val,6.53125,3.75,6.53125,-2.78125,0.0,88,57,88
qwen3-4b,0,en,ko,en,en,ko,val,val,0.0,0.0,0.0,0.0,0.0,3896,641,3896
qwen3-4b,0,en,ko,en,en,en,val,freq,20.625,12.0625,14.5,-8.5625,-6.125,0,0,0
qwen3-4b,0,en,ko,en,en,fr,val,freq,2.15625,-1.75,-0.03125,-3.90625,-2.1875,1362,2263,1675
qwen3-4b,0,en,ko,en,en,de,val,freq,2.75,-2.71875,-1.03125,-5.46875,-3.78125,991,4363,3231
qwen3-4b,0,en,ko,en,en,es,val,freq,6.15625,-0.6875,1.09375,-6.84375,-5.0625,114,1023,734
qwen3-4b,0,en,ko,en,en,zh,val,freq,8.375,6.1875,7.15625,-2.1875,-1.21875,31,11,15
qwen3-4b,0,en,ko,en,en,ja,val,freq,6.53125,3.75,4.84375,-2.78125,-1.6875,88,57,59
qwen3-4b,0,en,ko,en,en,ko,val,freq,0.0,0.0,0.0,0.0,0.0,3896,641,1664
qwen3-4b,0,en,ko,en,en,en,freq,desc,20.625,17.75,19.5,-2.875,-1.125,0,0,0
qwen3-4b,0,en,ko,en,en,fr,freq,desc,2.15625,-0.3125,1.59375,-2.46875,-0.5625,1362,1593,1450
qwen3-4b,0,en,ko,en,en,de,freq,desc,2.75,0.4375,1.96875,-2.3125,-0.78125,991,1057,1177
qwen3-4b,0,en,ko,en,en,es,freq,desc,6.15625,3.65625,5.59375,-2.5,-0.5625,114,140,122
qwen3-4b,0,en,ko,en,en,zh,freq,desc,8.375,7.28125,7.71875,-1.09375,-0.65625,31,18,31
qwen3-4b,0,en,ko,en,en,ja,freq,desc,6.53125,4.96875,6.40625,-1.5625,-0.125,88,64,74
qwen3-4b,0,en,ko,en,en,ko,freq,desc,0.0,0.0,0.0,0.0,0.0,3896,1374,3290
qwen3-4b,0,en,ko,en,en,en,freq,val,20.625,17.75,20.25,-2.875,-0.375,0,0,0
qwen3-4b,0,en,ko,en,en,fr,freq,val,2.15625,-0.3125,1.875,-2.46875,-0.28125,1362,1593,1463
qwen3-4b,0,en,ko,en,en,de,freq,val,2.75,0.4375,2.53125,-2.3125,-0.21875,991,1057,1027
qwen3-4b,0,en,ko,en,en,es,freq,val,6.15625,3.65625,5.875,-2.5,-0.28125,114,140,127
qwen3-4b,0,en,ko,en,en,zh,freq,val,8.375,7.28125,8.3125,-1.09375,-0.0625,31,18,29
qwen3-4b,0,en,ko,en,en,ja,freq,val,6.53125,4.96875,6.4375,-1.5625,-0.09375,88,64,85
qwen3-4b,0,en,ko,en,en,ko,freq,val,0.0,0.0,0.0,0.0,0.0,3896,1374,3716
qwen3-4b,0,en,ko,en,en,en,freq,freq,20.625,17.75,20.625,-2.875,0.0,0,0,0
qwen3-4b,0,en,ko,en,en,fr,freq,freq,2.15625,-0.3125,2.15625,-2.46875,0.0,1362,1593,1362
qwen3-4b,0,en,ko,en,en,de,freq,freq,2.75,0.4375,2.75,-2.3125,0.0,991,1057,991
qwen3-4b,0,en,ko,en,en,es,freq,freq,6.15625,3.65625,6.15625,-2.5,0.0,114,140,114
qwen3-4b,0,en,ko,en,en,zh,freq,freq,8.375,7.28125,8.375,-1.09375,0.0,31,18,31
qwen3-4b,0,en,ko,en,en,ja,freq,freq,6.53125,4.96875,6.53125,-1.5625,0.0,88,64,88
qwen3-4b,0,en,ko,en,en,ko,freq,freq,0.0,0.0,0.0,0.0,0.0,3896,1374,3896
qwen3-4b,0,en,ko,fr,fr,en,desc,desc,20.625,22.125,20.625,1.5,0.0,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,desc,desc,2.15625,10.4375,2.15625,8.28125,0.0,1362,49,1362
qwen3-4b,0,en,ko,fr,fr,de,desc,desc,2.75,6.40625,2.75,3.65625,0.0,991,615,991
qwen3-4b,0,en,ko,fr,fr,es,desc,desc,6.15625,10.0625,6.15625,3.90625,0.0,114,56,114
qwen3-4b,0,en,ko,fr,fr,zh,desc,desc,8.375,11.75,8.375,3.375,0.0,31,21,31
qwen3-4b,0,en,ko,fr,fr,ja,desc,desc,6.53125,11.625,6.53125,5.09375,0.0,88,22,88
qwen3-4b,0,en,ko,fr,fr,ko,desc,desc,0.0,0.0,0.0,0.0,0.0,3896,14891,3896
qwen3-4b,0,en,ko,fr,fr,en,desc,val,20.625,22.125,20.5,1.5,-0.125,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,desc,val,2.15625,10.4375,2.6875,8.28125,0.53125,1362,49,1028
qwen3-4b,0,en,ko,fr,fr,de,desc,val,2.75,6.40625,2.6875,3.65625,-0.0625,991,615,1039
qwen3-4b,0,en,ko,fr,fr,es,desc,val,6.15625,10.0625,6.3125,3.90625,0.15625,114,56,99
qwen3-4b,0,en,ko,fr,fr,zh,desc,val,8.375,11.75,8.625,3.375,0.25,31,21,27
qwen3-4b,0,en,ko,fr,fr,ja,desc,val,6.53125,11.625,6.8125,5.09375,0.28125,88,22,71
qwen3-4b,0,en,ko,fr,fr,ko,desc,val,0.0,0.0,0.0,0.0,0.0,3896,14891,4039
qwen3-4b,0,en,ko,fr,fr,en,desc,freq,20.625,22.125,20.625,1.5,0.0,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,desc,freq,2.15625,10.4375,2.46875,8.28125,0.3125,1362,49,1215
qwen3-4b,0,en,ko,fr,fr,de,desc,freq,2.75,6.40625,2.78125,3.65625,0.03125,991,615,1027
qwen3-4b,0,en,ko,fr,fr,es,desc,freq,6.15625,10.0625,6.40625,3.90625,0.25,114,56,97
qwen3-4b,0,en,ko,fr,fr,zh,desc,freq,8.375,11.75,8.5,3.375,0.125,31,21,32
qwen3-4b,0,en,ko,fr,fr,ja,desc,freq,6.53125,11.625,6.65625,5.09375,0.125,88,22,86
qwen3-4b,0,en,ko,fr,fr,ko,desc,freq,0.0,0.0,0.0,0.0,0.0,3896,14891,4084
qwen3-4b,0,en,ko,fr,fr,en,val,desc,20.625,18.375,17.5,-2.25,-3.125,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,val,desc,2.15625,9.625,4.0,7.46875,1.84375,1362,33,465
qwen3-4b,0,en,ko,fr,fr,de,val,desc,2.75,5.59375,3.0,2.84375,0.25,991,605,893
qwen3-4b,0,en,ko,fr,fr,es,val,desc,6.15625,9.75,7.125,3.59375,0.96875,114,29,59
qwen3-4b,0,en,ko,fr,fr,zh,val,desc,8.375,9.75,7.375,1.375,-1.0,31,28,53
qwen3-4b,0,en,ko,fr,fr,ja,val,desc,6.53125,9.625,6.0625,3.09375,-0.46875,88,35,109
qwen3-4b,0,en,ko,fr,fr,ko,val,desc,0.0,0.0,0.0,0.0,0.0,3896,17327,5183
qwen3-4b,0,en,ko,fr,fr,en,val,val,20.625,18.375,20.625,-2.25,0.0,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,val,val,2.15625,9.625,2.15625,7.46875,0.0,1362,33,1362
qwen3-4b,0,en,ko,fr,fr,de,val,val,2.75,5.59375,2.75,2.84375,0.0,991,605,991
qwen3-4b,0,en,ko,fr,fr,es,val,val,6.15625,9.75,6.15625,3.59375,0.0,114,29,114
qwen3-4b,0,en,ko,fr,fr,zh,val,val,8.375,9.75,8.375,1.375,0.0,31,28,31
qwen3-4b,0,en,ko,fr,fr,ja,val,val,6.53125,9.625,6.53125,3.09375,0.0,88,35,88
qwen3-4b,0,en,ko,fr,fr,ko,val,val,0.0,0.0,0.0,0.0,0.0,3896,17327,3896
qwen3-4b,0,en,ko,fr,fr,en,val,freq,20.625,18.375,18.125,-2.25,-2.5,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,val,freq,2.15625,9.625,2.59375,7.46875,0.4375,1362,33,1024
qwen3-4b,0,en,ko,fr,fr,de,val,freq,2.75,5.59375,2.5625,2.84375,-0.1875,991,605,1044
qwen3-4b,0,en,ko,fr,fr,es,val,freq,6.15625,9.75,6.71875,3.59375,0.5625,114,29,65
qwen3-4b,0,en,ko,fr,fr,zh,val,freq,8.375,9.75,7.46875,1.375,-0.90625,31,28,40
qwen3-4b,0,en,ko,fr,fr,ja,val,freq,6.53125,9.625,5.59375,3.09375,-0.9375,88,35,152
qwen3-4b,0,en,ko,fr,fr,ko,val,freq,0.0,0.0,0.0,0.0,0.0,3896,17327,4325
qwen3-4b,0,en,ko,fr,fr,en,freq,desc,20.625,21.875,21.875,1.25,1.25,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,freq,desc,2.15625,12.125,5.65625,9.96875,3.5,1362,18,385
qwen3-4b,0,en,ko,fr,fr,de,freq,desc,2.75,6.5625,4.5,3.8125,1.75,991,535,746
qwen3-4b,0,en,ko,fr,fr,es,freq,desc,6.15625,10.75,8.375,4.59375,2.21875,114,33,65
qwen3-4b,0,en,ko,fr,fr,zh,freq,desc,8.375,11.625,9.5,3.25,1.125,31,23,33
qwen3-4b,0,en,ko,fr,fr,ja,freq,desc,6.53125,11.8125,9.5,5.28125,2.96875,88,21,36
qwen3-4b,0,en,ko,fr,fr,ko,freq,desc,0.0,0.0,0.0,0.0,0.0,3896,15182,7333
qwen3-4b,0,en,ko,fr,fr,en,freq,val,20.625,21.875,22.0,1.25,1.375,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,freq,val,2.15625,12.125,4.5,9.96875,2.34375,1362,18,607
qwen3-4b,0,en,ko,fr,fr,de,freq,val,2.75,6.5625,3.9375,3.8125,1.1875,991,535,835
qwen3-4b,0,en,ko,fr,fr,es,freq,val,6.15625,10.75,7.65625,4.59375,1.5,114,33,81
qwen3-4b,0,en,ko,fr,fr,zh,freq,val,8.375,11.625,10.125,3.25,1.75,31,23,22
qwen3-4b,0,en,ko,fr,fr,ja,freq,val,6.53125,11.8125,9.0,5.28125,2.46875,88,21,39
qwen3-4b,0,en,ko,fr,fr,ko,freq,val,0.0,0.0,0.0,0.0,0.0,3896,15182,6263
qwen3-4b,0,en,ko,fr,fr,en,freq,freq,20.625,21.875,20.625,1.25,0.0,0,0,0
qwen3-4b,0,en,ko,fr,fr,fr,freq,freq,2.15625,12.125,2.15625,9.96875,0.0,1362,18,1362
qwen3-4b,0,en,ko,fr,fr,de,freq,freq,2.75,6.5625,2.75,3.8125,0.0,991,535,991
qwen3-4b,0,en,ko,fr,fr,es,freq,freq,6.15625,10.75,6.15625,4.59375,0.0,114,33,114
qwen3-4b,0,en,ko,fr,fr,zh,freq,freq,8.375,11.625,8.375,3.25,0.0,31,23,31
qwen3-4b,0,en,ko,fr,fr,ja,freq,freq,6.53125,11.8125,6.53125,5.28125,0.0,88,21,88
qwen3-4b,0,en,ko,fr,fr,ko,freq,freq,0.0,0.0,0.0,0.0,0.0,3896,15182,3896
qwen3-4b,0,en,ko,de,de,en,desc,desc,20.625,21.125,20.625,0.5,0.0,0,0,0
qwen3-4b,0,en,ko,de,de,fr,desc,desc,2.15625,2.59375,2.15625,0.4375,0.0,1362,2532,1362
qwen3-4b,0,en,ko,de,de,de,desc,desc,2.75,11.0,2.75,8.25,0.0,991,19,991
qwen3-4b,0,en,ko,de,de,es,desc,desc,6.15625,7.34375,6.15625,1.1875,0.0,114,167,114
qwen3-4b,0,en,ko,de,de,zh,desc,desc,8.375,9.625,8.375,1.25,0.0,31,43,31
qwen3-4b,0,en,ko,de,de,ja,desc,desc,6.53125,8.0,6.53125,1.46875,0.0,88,100,88
qwen3-4b,0,en,ko,de,de,ko,desc,desc,0.0,0.0,0.0,0.0,0.0,3896,8685,3896
qwen3-4b,0,en,ko,de,de,en,desc,val,20.625,21.125,20.75,0.5,0.125,0,0,0
qwen3-4b,0,en,ko,de,de,fr,desc,val,2.15625,2.59375,2.125,0.4375,-0.03125,1362,2532,1437
qwen3-4b,0,en,ko,de,de,de,desc,val,2.75,11.0,2.8125,8.25,0.0625,991,19,1008
qwen3-4b,0,en,ko,de,de,es,desc,val,6.15625,7.34375,6.125,1.1875,-0.03125,114,167,124
qwen3-4b,0,en,ko,de,de,zh,desc,val,8.375,9.625,8.5625,1.25,0.1875,31,43,29
qwen3-4b,0,en,ko,de,de,ja,desc,val,6.53125,8.0,6.625,1.46875,0.09375,88,100,88
qwen3-4b,0,en,ko,de,de,ko,desc,val,0.0,0.0,0.0,0.0,0.0,3896,8685,4039
