model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,ko,zh,en,en,en,desc,desc,0.75,nan,nan,nan,nan,14,13855,13855
qwen3-4b,0,ko,zh,en,en,fr,desc,desc,-5.53125,nan,nan,nan,nan,1346,1728,1728
qwen3-4b,0,ko,zh,en,en,de,desc,desc,-7.625,nan,nan,nan,nan,6022,21062,21062
qwen3-4b,0,ko,zh,en,en,es,desc,desc,-5.8125,nan,nan,nan,nan,1652,76,76
qwen3-4b,0,ko,zh,en,en,zh,desc,desc,0.0,nan,nan,nan,nan,41,100250,100250
qwen3-4b,0,ko,zh,en,en,ja,desc,desc,-0.6875,nan,nan,nan,nan,83,132430,132430
qwen3-4b,0,ko,zh,en,en,ko,desc,desc,5.625,nan,nan,nan,nan,0,60315,60315
qwen3-4b,0,ko,zh,en,en,en,desc,val,0.75,nan,nan,nan,nan,14,13855,13855
qwen3-4b,0,ko,zh,en,en,fr,desc,val,-5.53125,nan,nan,nan,nan,1346,1728,1728
qwen3-4b,0,ko,zh,en,en,de,desc,val,-7.625,nan,nan,nan,nan,6022,21062,21062
qwen3-4b,0,ko,zh,en,en,es,desc,val,-5.8125,nan,nan,nan,nan,1652,76,76
qwen3-4b,0,ko,zh,en,en,zh,desc,val,0.0,nan,nan,nan,nan,41,100250,100250
qwen3-4b,0,ko,zh,en,en,ja,desc,val,-0.6875,nan,nan,nan,nan,83,132430,132430
qwen3-4b,0,ko,zh,en,en,ko,desc,val,5.625,nan,nan,nan,nan,0,60315,60315
qwen3-4b,0,ko,zh,en,en,en,desc,freq,0.75,nan,nan,nan,nan,14,13855,13855
qwen3-4b,0,ko,zh,en,en,fr,desc,freq,-5.53125,nan,nan,nan,nan,1346,1728,1728
qwen3-4b,0,ko,zh,en,en,de,desc,freq,-7.625,nan,nan,nan,nan,6022,21062,21062
qwen3-4b,0,ko,zh,en,en,es,desc,freq,-5.8125,nan,nan,nan,nan,1652,76,76
qwen3-4b,0,ko,zh,en,en,zh,desc,freq,0.0,nan,nan,nan,nan,41,100250,100250
qwen3-4b,0,ko,zh,en,en,ja,desc,freq,-0.6875,nan,nan,nan,nan,83,132430,132430
qwen3-4b,0,ko,zh,en,en,ko,desc,freq,5.625,nan,nan,nan,nan,0,60315,60315
qwen3-4b,0,ko,zh,en,en,en,val,desc,0.75,-2.25,-2.0,-3.0,-2.75,14,102,116
qwen3-4b,0,ko,zh,en,en,fr,val,desc,-5.53125,-6.875,-6.59375,-1.34375,-1.0625,1346,3320,3690
qwen3-4b,0,ko,zh,en,en,de,val,desc,-7.625,-10.0,-9.875,-2.375,-2.25,6022,29184,34298
qwen3-4b,0,ko,zh,en,en,es,val,desc,-5.8125,-9.5,-9.0625,-3.6875,-3.25,1652,21255,21068
qwen3-4b,0,ko,zh,en,en,zh,val,desc,0.0,0.0,0.0,0.0,0.0,41,11,16
qwen3-4b,0,ko,zh,en,en,ja,val,desc,-0.6875,-0.875,-0.375,-0.1875,0.3125,83,24,26
qwen3-4b,0,ko,zh,en,en,ko,val,desc,5.625,3.25,3.8125,-2.375,-1.8125,0,0,0
qwen3-4b,0,ko,zh,en,en,en,val,val,0.75,-2.25,0.75,-3.0,0.0,14,102,14
qwen3-4b,0,ko,zh,en,en,fr,val,val,-5.53125,-6.875,-5.53125,-1.34375,0.0,1346,3320,1346
qwen3-4b,0,ko,zh,en,en,de,val,val,-7.625,-10.0,-7.625,-2.375,0.0,6022,29184,6022
qwen3-4b,0,ko,zh,en,en,es,val,val,-5.8125,-9.5,-5.8125,-3.6875,0.0,1652,21255,1652
qwen3-4b,0,ko,zh,en,en,zh,val,val,0.0,0.0,0.0,0.0,0.0,41,11,41
qwen3-4b,0,ko,zh,en,en,ja,val,val,-0.6875,-0.875,-0.6875,-0.1875,0.0,83,24,83
qwen3-4b,0,ko,zh,en,en,ko,val,val,5.625,3.25,5.625,-2.375,0.0,0,0,0
qwen3-4b,0,ko,zh,en,en,en,val,freq,0.75,-2.25,-1.8125,-3.0,-2.5625,14,102,92
qwen3-4b,0,ko,zh,en,en,fr,val,freq,-5.53125,-6.875,-6.875,-1.34375,-1.34375,1346,3320,3457
qwen3-4b,0,ko,zh,en,en,de,val,freq,-7.625,-10.0,-10.3125,-2.375,-2.6875,6022,29184,33045
qwen3-4b,0,ko,zh,en,en,es,val,freq,-5.8125,-9.5,-9.3125,-3.6875,-3.5,1652,21255,18549
qwen3-4b,0,ko,zh,en,en,zh,val,freq,0.0,0.0,0.0,0.0,0.0,41,11,14
qwen3-4b,0,ko,zh,en,en,ja,val,freq,-0.6875,-0.875,-1.125,-0.1875,-0.4375,83,24,58
qwen3-4b,0,ko,zh,en,en,ko,val,freq,5.625,3.25,4.0625,-2.375,-1.5625,0,0,0
qwen3-4b,0,ko,zh,en,en,en,freq,desc,0.75,0.4375,0.875,-0.3125,0.125,14,17,21
qwen3-4b,0,ko,zh,en,en,fr,freq,desc,-5.53125,-5.625,-5.03125,-0.09375,0.5,1346,1315,1319
