model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,es,ja,en,en,en,desc,desc,5.4375,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,ja,en,en,fr,desc,desc,8.9375,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,ja,en,en,de,desc,desc,-3.15625,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,ja,en,en,es,desc,desc,18.0,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,ja,en,en,zh,desc,desc,-2.984375,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,ja,en,en,ja,desc,desc,0.0,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,ja,en,en,ko,desc,desc,-4.8125,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,ja,en,en,en,desc,val,5.4375,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,ja,en,en,fr,desc,val,8.9375,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,ja,en,en,de,desc,val,-3.15625,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,ja,en,en,es,desc,val,18.0,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,ja,en,en,zh,desc,val,-2.984375,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,ja,en,en,ja,desc,val,0.0,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,ja,en,en,ko,desc,val,-4.8125,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,ja,en,en,en,desc,freq,5.4375,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,ja,en,en,fr,desc,freq,8.9375,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,ja,en,en,de,desc,freq,-3.15625,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,ja,en,en,es,desc,freq,18.0,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,ja,en,en,zh,desc,freq,-2.984375,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,ja,en,en,ja,desc,freq,0.0,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,ja,en,en,ko,desc,freq,-4.8125,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,ja,en,en,en,val,desc,5.4375,2.5,2.3125,-2.9375,-3.125,30,66,66
qwen3-4b,0,es,ja,en,en,fr,val,desc,8.9375,6.0625,5.9375,-2.875,-3.0,6,6,5
qwen3-4b,0,es,ja,en,en,de,val,desc,-3.15625,-5.09375,-5.3125,-1.9375,-2.15625,4177,10745,10607
qwen3-4b,0,es,ja,en,en,es,val,desc,18.0,12.125,11.9375,-5.875,-6.0625,0,1,1
qwen3-4b,0,es,ja,en,en,zh,val,desc,-2.984375,-2.46875,-3.15625,0.515625,-0.171875,3852,2145,2879
qwen3-4b,0,es,ja,en,en,ja,val,desc,0.0,0.0,0.0,0.0,0.0,828,429,357
qwen3-4b,0,es,ja,en,en,ko,val,desc,-4.8125,-2.96875,-4.21875,1.84375,0.59375,9226,2987,5648
qwen3-4b,0,es,ja,en,en,en,val,val,5.4375,2.5,5.4375,-2.9375,0.0,30,66,30
qwen3-4b,0,es,ja,en,en,fr,val,val,8.9375,6.0625,8.9375,-2.875,0.0,6,6,6
qwen3-4b,0,es,ja,en,en,de,val,val,-3.15625,-5.09375,-3.15625,-1.9375,0.0,4177,10745,4177
qwen3-4b,0,es,ja,en,en,es,val,val,18.0,12.125,18.0,-5.875,0.0,0,1,0
qwen3-4b,0,es,ja,en,en,zh,val,val,-2.984375,-2.46875,-2.984375,0.515625,0.0,3852,2145,3852
qwen3-4b,0,es,ja,en,en,ja,val,val,0.0,0.0,0.0,0.0,0.0,828,429,828
qwen3-4b,0,es,ja,en,en,ko,val,val,-4.8125,-2.96875,-4.8125,1.84375,0.0,9226,2987,9226
qwen3-4b,0,es,ja,en,en,en,val,freq,5.4375,2.5,3.25,-2.9375,-2.1875,30,66,49
qwen3-4b,0,es,ja,en,en,fr,val,freq,8.9375,6.0625,6.625,-2.875,-2.3125,6,6,5
qwen3-4b,0,es,ja,en,en,de,val,freq,-3.15625,-5.09375,-4.78125,-1.9375,-1.625,4177,10745,9509
qwen3-4b,0,es,ja,en,en,es,val,freq,18.0,12.125,12.875,-5.875,-5.125,0,1,1
qwen3-4b,0,es,ja,en,en,zh,val,freq,-2.984375,-2.46875,-2.5625,0.515625,0.421875,3852,2145,2591
qwen3-4b,0,es,ja,en,en,ja,val,freq,0.0,0.0,0.0,0.0,0.0,828,429,527
qwen3-4b,0,es,ja,en,en,ko,val,freq,-4.8125,-2.96875,-3.84375,1.84375,0.96875,9226,2987,5634
qwen3-4b,0,es,ja,en,en,en,freq,desc,5.4375,4.75,4.875,-0.6875,-0.5625,30,34,36
qwen3-4b,0,es,ja,en,en,fr,freq,desc,8.9375,8.4375,8.625,-0.5,-0.3125,6,7,6
qwen3-4b,0,es,ja,en,en,de,freq,desc,-3.15625,-3.5,-3.515625,-0.34375,-0.359375,4177,4401,4720
qwen3-4b,0,es,ja,en,en,es,freq,desc,18.0,17.5,17.5,-0.5,-0.5,0,0,0
qwen3-4b,0,es,ja,en,en,zh,freq,desc,-2.984375,-2.9375,-3.453125,0.046875,-0.46875,3852,3348,4596
qwen3-4b,0,es,ja,en,en,ja,freq,desc,0.0,0.0,0.0,0.0,0.0,828,673,734
qwen3-4b,0,es,ja,en,en,ko,freq,desc,-4.8125,-3.671875,-4.75,1.140625,0.0625,9226,4833,8521
qwen3-4b,0,es,ja,en,en,en,freq,val,5.4375,4.75,5.375,-0.6875,-0.0625,30,34,31
qwen3-4b,0,es,ja,en,en,fr,freq,val,8.9375,8.4375,8.9375,-0.5,0.0,6,7,6
qwen3-4b,0,es,ja,en,en,de,freq,val,-3.15625,-3.5,-3.140625,-0.34375,0.015625,4177,4401,4295
qwen3-4b,0,es,ja,en,en,es,freq,val,18.0,17.5,18.0,-0.5,0.0,0,0,0
qwen3-4b,0,es,ja,en,en,zh,freq,val,-2.984375,-2.9375,-3.09375,0.046875,-0.109375,3852,3348,4224
qwen3-4b,0,es,ja,en,en,ja,freq,val,0.0,0.0,0.0,0.0,0.0,828,673,857
qwen3-4b,0,es,ja,en,en,ko,freq,val,-4.8125,-3.671875,-4.6875,1.140625,0.125,9226,4833,9051
qwen3-4b,0,es,ja,en,en,en,freq,freq,5.4375,4.75,5.4375,-0.6875,0.0,30,34,30
qwen3-4b,0,es,ja,en,en,fr,freq,freq,8.9375,8.4375,8.9375,-0.5,0.0,6,7,6
qwen3-4b,0,es,ja,en,en,de,freq,freq,-3.15625,-3.5,-3.15625,-0.34375,0.0,4177,4401,4177
qwen3-4b,0,es,ja,en,en,es,freq,freq,18.0,17.5,18.0,-0.5,0.0,0,0,0
qwen3-4b,0,es,ja,en,en,zh,freq,freq,-2.984375,-2.9375,-2.984375,0.046875,0.0,3852,3348,3852
qwen3-4b,0,es,ja,en,en,ja,freq,freq,0.0,0.0,0.0,0.0,0.0,828,673,828
qwen3-4b,0,es,ja,en,en,ko,freq,freq,-4.8125,-3.671875,-4.8125,1.140625,0.0,9226,4833,9226
qwen3-4b,0,es,ja,fr,fr,en,desc,desc,5.4375,4.53125,5.4375,-0.90625,0.0,30,25,30
qwen3-4b,0,es,ja,fr,fr,fr,desc,desc,8.9375,12.0,8.9375,3.0625,0.0,6,2,6
qwen3-4b,0,es,ja,fr,fr,de,desc,desc,-3.15625,-2.71875,-3.15625,0.4375,0.0,4177,1944,4177
qwen3-4b,0,es,ja,fr,fr,es,desc,desc,18.0,16.875,18.0,-1.125,0.0,0,1,0
qwen3-4b,0,es,ja,fr,fr,zh,desc,desc,-2.984375,-3.828125,-2.984375,-0.84375,0.0,3852,3437,3852
qwen3-4b,0,es,ja,fr,fr,ja,desc,desc,0.0,0.0,0.0,0.0,0.0,828,437,828
qwen3-4b,0,es,ja,fr,fr,ko,desc,desc,-4.8125,-7.59375,-4.8125,-2.78125,0.0,9226,20278,9226
qwen3-4b,0,es,ja,fr,fr,en,desc,val,5.4375,4.53125,5.28125,-0.90625,-0.15625,30,25,31
qwen3-4b,0,es,ja,fr,fr,fr,desc,val,8.9375,12.0,9.25,3.0625,0.3125,6,2,5
qwen3-4b,0,es,ja,fr,fr,de,desc,val,-3.15625,-2.71875,-3.1875,0.4375,-0.03125,4177,1944,4128
qwen3-4b,0,es,ja,fr,fr,es,desc,val,18.0,16.875,17.875,-1.125,-0.125,0,1,0
qwen3-4b,0,es,ja,fr,fr,zh,desc,val,-2.984375,-3.828125,-2.90625,-0.84375,0.078125,3852,3437,3621
qwen3-4b,0,es,ja,fr,fr,ja,desc,val,0.0,0.0,0.0,0.0,0.0,828,437,791
qwen3-4b,0,es,ja,fr,fr,ko,desc,val,-4.8125,-7.59375,-4.78125,-2.78125,0.03125,9226,20278,8912
qwen3-4b,0,es,ja,fr,fr,en,desc,freq,5.4375,4.53125,5.40625,-0.90625,-0.03125,30,25,31
qwen3-4b,0,es,ja,fr,fr,fr,desc,freq,8.9375,12.0,9.0,3.0625,0.0625,6,2,6
qwen3-4b,0,es,ja,fr,fr,de,desc,freq,-3.15625,-2.71875,-3.234375,0.4375,-0.078125,4177,1944,4299
qwen3-4b,0,es,ja,fr,fr,es,desc,freq,18.0,16.875,18.125,-1.125,0.125,0,1,0
qwen3-4b,0,es,ja,fr,fr,zh,desc,freq,-2.984375,-3.828125,-2.96875,-0.84375,0.015625,3852,3437,3779
qwen3-4b,0,es,ja,fr,fr,ja,desc,freq,0.0,0.0,0.0,0.0,0.0,828,437,823
qwen3-4b,0,es,ja,fr,fr,ko,desc,freq,-4.8125,-7.59375,-4.90625,-2.78125,-0.09375,9226,20278,9559
qwen3-4b,0,es,ja,fr,fr,en,val,desc,5.4375,3.8125,4.9375,-1.625,-0.5,30,15,17
qwen3-4b,0,es,ja,fr,fr,fr,val,desc,8.9375,10.3125,7.375,1.375,-1.5625,6,2,5
qwen3-4b,0,es,ja,fr,fr,de,val,desc,-3.15625,-3.90625,-4.09375,-0.75,-0.9375,4177,2234,4793
qwen3-4b,0,es,ja,fr,fr,es,val,desc,18.0,14.4375,15.3125,-3.5625,-2.6875,0,1,0
