model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,zh,ja,en,en,en,desc,desc,5.75,nan,nan,nan,nan,14,13855,13855
qwen3-4b,0,zh,ja,en,en,fr,desc,desc,1.375,nan,nan,nan,nan,129,1728,1728
qwen3-4b,0,zh,ja,en,en,de,desc,desc,-7.71875,nan,nan,nan,nan,26701,21062,21062
qwen3-4b,0,zh,ja,en,en,es,desc,desc,-2.28125,nan,nan,nan,nan,1098,76,76
qwen3-4b,0,zh,ja,en,en,zh,desc,desc,13.8125,nan,nan,nan,nan,0,100250,100250
qwen3-4b,0,zh,ja,en,en,ja,desc,desc,0.0,nan,nan,nan,nan,303,132430,132430
qwen3-4b,0,zh,ja,en,en,ko,desc,desc,-4.90625,nan,nan,nan,nan,5044,60315,60315
qwen3-4b,0,zh,ja,en,en,en,desc,val,5.75,nan,nan,nan,nan,14,13855,13855
qwen3-4b,0,zh,ja,en,en,fr,desc,val,1.375,nan,nan,nan,nan,129,1728,1728
qwen3-4b,0,zh,ja,en,en,de,desc,val,-7.71875,nan,nan,nan,nan,26701,21062,21062
qwen3-4b,0,zh,ja,en,en,es,desc,val,-2.28125,nan,nan,nan,nan,1098,76,76
qwen3-4b,0,zh,ja,en,en,zh,desc,val,13.8125,nan,nan,nan,nan,0,100250,100250
qwen3-4b,0,zh,ja,en,en,ja,desc,val,0.0,nan,nan,nan,nan,303,132430,132430
qwen3-4b,0,zh,ja,en,en,ko,desc,val,-4.90625,nan,nan,nan,nan,5044,60315,60315
qwen3-4b,0,zh,ja,en,en,en,desc,freq,5.75,nan,nan,nan,nan,14,13855,13855
qwen3-4b,0,zh,ja,en,en,fr,desc,freq,1.375,nan,nan,nan,nan,129,1728,1728
qwen3-4b,0,zh,ja,en,en,de,desc,freq,-7.71875,nan,nan,nan,nan,26701,21062,21062
qwen3-4b,0,zh,ja,en,en,es,desc,freq,-2.28125,nan,nan,nan,nan,1098,76,76
qwen3-4b,0,zh,ja,en,en,zh,desc,freq,13.8125,nan,nan,nan,nan,0,100250,100250
qwen3-4b,0,zh,ja,en,en,ja,desc,freq,0.0,nan,nan,nan,nan,303,132430,132430
qwen3-4b,0,zh,ja,en,en,ko,desc,freq,-4.90625,nan,nan,nan,nan,5044,60315,60315
qwen3-4b,0,zh,ja,en,en,en,val,desc,5.75,1.875,0.9375,-3.875,-4.8125,14,37,55
qwen3-4b,0,zh,ja,en,en,fr,val,desc,1.375,-2.625,-3.125,-4.0,-4.5,129,669,951
qwen3-4b,0,zh,ja,en,en,de,val,desc,-7.71875,-9.0625,-9.875,-1.34375,-2.15625,26701,68584,81282
qwen3-4b,0,zh,ja,en,en,es,val,desc,-2.28125,-6.40625,-6.90625,-4.125,-4.625,1098,11083,12533
qwen3-4b,0,zh,ja,en,en,zh,val,desc,13.8125,7.8125,8.5625,-6.0,-5.25,0,0,0
qwen3-4b,0,zh,ja,en,en,ja,val,desc,0.0,0.0,0.0,0.0,0.0,303,136,113
qwen3-4b,0,zh,ja,en,en,ko,val,desc,-4.90625,-4.40625,-5.40625,0.5,-0.5,5044,2295,4363
qwen3-4b,0,zh,ja,en,en,en,val,val,5.75,1.875,5.75,-3.875,0.0,14,37,14
qwen3-4b,0,zh,ja,en,en,fr,val,val,1.375,-2.625,1.375,-4.0,0.0,129,669,129
qwen3-4b,0,zh,ja,en,en,de,val,val,-7.71875,-9.0625,-7.71875,-1.34375,0.0,26701,68584,26701
qwen3-4b,0,zh,ja,en,en,es,val,val,-2.28125,-6.40625,-2.28125,-4.125,0.0,1098,11083,1098
qwen3-4b,0,zh,ja,en,en,zh,val,val,13.8125,7.8125,13.8125,-6.0,0.0,0,0,0
qwen3-4b,0,zh,ja,en,en,ja,val,val,0.0,0.0,0.0,0.0,0.0,303,136,303
qwen3-4b,0,zh,ja,en,en,ko,val,val,-4.90625,-4.40625,-4.90625,0.5,0.0,5044,2295,5044
qwen3-4b,0,zh,ja,en,en,en,val,freq,5.75,1.875,1.8125,-3.875,-3.9375,14,37,86
qwen3-4b,0,zh,ja,en,en,fr,val,freq,1.375,-2.625,-3.0,-4.0,-4.375,129,669,1578
qwen3-4b,0,zh,ja,en,en,de,val,freq,-7.71875,-9.0625,-9.8125,-1.34375,-2.09375,26701,68584,86754
qwen3-4b,0,zh,ja,en,en,es,val,freq,-2.28125,-6.40625,-6.6875,-4.125,-4.40625,1098,11083,14273
qwen3-4b,0,zh,ja,en,en,zh,val,freq,13.8125,7.8125,10.0,-6.0,-3.8125,0,0,0
qwen3-4b,0,zh,ja,en,en,ja,val,freq,0.0,0.0,0.0,0.0,0.0,303,136,273
qwen3-4b,0,zh,ja,en,en,ko,val,freq,-4.90625,-4.40625,-4.84375,0.5,0.0625,5044,2295,4546
qwen3-4b,0,zh,ja,en,en,en,freq,desc,5.75,5.8125,5.3125,0.0625,-0.4375,14,9,12
qwen3-4b,0,zh,ja,en,en,fr,freq,desc,1.375,1.375,1.625,0.0,0.25,129,113,100
qwen3-4b,0,zh,ja,en,en,de,freq,desc,-7.71875,-7.0625,-7.375,0.65625,0.34375,26701,19544,23218
qwen3-4b,0,zh,ja,en,en,es,freq,desc,-2.28125,-2.1875,-1.78125,0.09375,0.5,1098,863,740
qwen3-4b,0,zh,ja,en,en,zh,freq,desc,13.8125,12.4375,12.75,-1.375,-1.0625,0,0,0
qwen3-4b,0,zh,ja,en,en,ja,freq,desc,0.0,0.0,0.0,0.0,0.0,303,236,264
qwen3-4b,0,zh,ja,en,en,ko,freq,desc,-4.90625,-4.25,-4.8125,0.65625,0.09375,5044,3170,4748
qwen3-4b,0,zh,ja,en,en,en,freq,val,5.75,5.8125,5.8125,0.0625,0.0625,14,9,14
