model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,es,ko,en,en,en,desc,desc,10.25,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,ko,en,en,fr,desc,desc,13.75,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,ko,en,en,de,desc,desc,1.65625,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,ko,en,en,es,desc,desc,22.875,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,ko,en,en,zh,desc,desc,1.828125,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,ko,en,en,ja,desc,desc,4.8125,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,ko,en,en,ko,desc,desc,0.0,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,ko,en,en,en,desc,val,10.25,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,ko,en,en,fr,desc,val,13.75,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,ko,en,en,de,desc,val,1.65625,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,ko,en,en,es,desc,val,22.875,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,ko,en,en,zh,desc,val,1.828125,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,ko,en,en,ja,desc,val,4.8125,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,ko,en,en,ko,desc,val,0.0,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,ko,en,en,en,desc,freq,10.25,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,ko,en,en,fr,desc,freq,13.75,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,ko,en,en,de,desc,freq,1.65625,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,ko,en,en,es,desc,freq,22.875,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,ko,en,en,zh,desc,freq,1.828125,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,ko,en,en,ja,desc,freq,4.8125,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,ko,en,en,ko,desc,freq,0.0,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,ko,en,en,en,val,desc,10.25,5.46875,6.53125,-4.78125,-3.71875,30,66,66
qwen3-4b,0,es,ko,en,en,fr,val,desc,13.75,9.0,10.125,-4.75,-3.625,6,6,5
qwen3-4b,0,es,ko,en,en,de,val,desc,1.65625,-2.125,-1.09375,-3.78125,-2.75,4177,10745,10607
qwen3-4b,0,es,ko,en,en,es,val,desc,22.875,15.125,16.125,-7.75,-6.75,0,1,1
qwen3-4b,0,es,ko,en,en,zh,val,desc,1.828125,0.5,1.0625,-1.328125,-0.765625,3852,2145,2879
qwen3-4b,0,es,ko,en,en,ja,val,desc,4.8125,2.96875,4.21875,-1.84375,-0.59375,828,429,357
qwen3-4b,0,es,ko,en,en,ko,val,desc,0.0,0.0,0.0,0.0,0.0,9226,2987,5648
qwen3-4b,0,es,ko,en,en,en,val,val,10.25,5.46875,10.25,-4.78125,0.0,30,66,30
qwen3-4b,0,es,ko,en,en,fr,val,val,13.75,9.0,13.75,-4.75,0.0,6,6,6
qwen3-4b,0,es,ko,en,en,de,val,val,1.65625,-2.125,1.65625,-3.78125,0.0,4177,10745,4177
qwen3-4b,0,es,ko,en,en,es,val,val,22.875,15.125,22.875,-7.75,0.0,0,1,0
qwen3-4b,0,es,ko,en,en,zh,val,val,1.828125,0.5,1.828125,-1.328125,0.0,3852,2145,3852
qwen3-4b,0,es,ko,en,en,ja,val,val,4.8125,2.96875,4.8125,-1.84375,0.0,828,429,828
qwen3-4b,0,es,ko,en,en,ko,val,val,0.0,0.0,0.0,0.0,0.0,9226,2987,9226
qwen3-4b,0,es,ko,en,en,en,val,freq,10.25,5.46875,7.09375,-4.78125,-3.15625,30,66,49
qwen3-4b,0,es,ko,en,en,fr,val,freq,13.75,9.0,10.5,-4.75,-3.25,6,6,5
qwen3-4b,0,es,ko,en,en,de,val,freq,1.65625,-2.125,-0.9375,-3.78125,-2.59375,4177,10745,9509
qwen3-4b,0,es,ko,en,en,es,val,freq,22.875,15.125,16.75,-7.75,-6.125,0,1,1
qwen3-4b,0,es,ko,en,en,zh,val,freq,1.828125,0.5,1.28125,-1.328125,-0.546875,3852,2145,2591
qwen3-4b,0,es,ko,en,en,ja,val,freq,4.8125,2.96875,3.84375,-1.84375,-0.96875,828,429,527
qwen3-4b,0,es,ko,en,en,ko,val,freq,0.0,0.0,0.0,0.0,0.0,9226,2987,5634
