model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,ja,zh,en,en,en,desc,desc,1.9375,nan,nan,nan,nan,73,13855,13855
qwen3-4b,0,ja,zh,en,en,fr,desc,desc,-7.78125,nan,nan,nan,nan,23551,1728,1728
qwen3-4b,0,ja,zh,en,en,de,desc,desc,-5.78125,nan,nan,nan,nan,7180,21062,21062
qwen3-4b,0,ja,zh,en,en,es,desc,desc,-4.375,nan,nan,nan,nan,3035,76,76
qwen3-4b,0,ja,zh,en,en,zh,desc,desc,0.0,nan,nan,nan,nan,261,100250,100250
qwen3-4b,0,ja,zh,en,en,ja,desc,desc,13.75,nan,nan,nan,nan,0,132430,132430
qwen3-4b,0,ja,zh,en,en,ko,desc,desc,-6.8125,nan,nan,nan,nan,13511,60315,60315
qwen3-4b,0,ja,zh,en,en,en,desc,val,1.9375,nan,nan,nan,nan,73,13855,13855
qwen3-4b,0,ja,zh,en,en,fr,desc,val,-7.78125,nan,nan,nan,nan,23551,1728,1728
qwen3-4b,0,ja,zh,en,en,de,desc,val,-5.78125,nan,nan,nan,nan,7180,21062,21062
qwen3-4b,0,ja,zh,en,en,es,desc,val,-4.375,nan,nan,nan,nan,3035,76,76
qwen3-4b,0,ja,zh,en,en,zh,desc,val,0.0,nan,nan,nan,nan,261,100250,100250
qwen3-4b,0,ja,zh,en,en,ja,desc,val,13.75,nan,nan,nan,nan,0,132430,132430
qwen3-4b,0,ja,zh,en,en,ko,desc,val,-6.8125,nan,nan,nan,nan,13511,60315,60315
qwen3-4b,0,ja,zh,en,en,en,desc,freq,1.9375,nan,nan,nan,nan,73,13855,13855
qwen3-4b,0,ja,zh,en,en,fr,desc,freq,-7.78125,nan,nan,nan,nan,23551,1728,1728
qwen3-4b,0,ja,zh,en,en,de,desc,freq,-5.78125,nan,nan,nan,nan,7180,21062,21062
qwen3-4b,0,ja,zh,en,en,es,desc,freq,-4.375,nan,nan,nan,nan,3035,76,76
qwen3-4b,0,ja,zh,en,en,zh,desc,freq,0.0,nan,nan,nan,nan,261,100250,100250
qwen3-4b,0,ja,zh,en,en,ja,desc,freq,13.75,nan,nan,nan,nan,0,132430,132430
qwen3-4b,0,ja,zh,en,en,ko,desc,freq,-6.8125,nan,nan,nan,nan,13511,60315,60315
qwen3-4b,0,ja,zh,en,en,en,val,desc,1.9375,0.5625,-0.5625,-1.375,-2.5,73,113,202
qwen3-4b,0,ja,zh,en,en,fr,val,desc,-7.78125,-5.9375,-6.71875,1.84375,1.0625,23551,30142,34326
qwen3-4b,0,ja,zh,en,en,de,val,desc,-5.78125,-6.59375,-7.8125,-0.8125,-2.03125,7180,45998,63624
qwen3-4b,0,ja,zh,en,en,es,val,desc,-4.375,-6.03125,-6.75,-1.65625,-2.375,3035,32141,35048
qwen3-4b,0,ja,zh,en,en,zh,val,desc,0.0,0.0,0.0,0.0,0.0,261,175,132
qwen3-4b,0,ja,zh,en,en,ja,val,desc,13.75,9.375,9.0625,-4.375,-4.6875,0,0,0
qwen3-4b,0,ja,zh,en,en,ko,val,desc,-6.8125,-4.28125,-5.03125,2.53125,1.78125,13511,7927,9341
qwen3-4b,0,ja,zh,en,en,en,val,val,1.9375,0.5625,1.9375,-1.375,0.0,73,113,73
qwen3-4b,0,ja,zh,en,en,fr,val,val,-7.78125,-5.9375,-7.78125,1.84375,0.0,23551,30142,23551
