model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,es,zh,en,en,en,desc,desc,8.4375,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,zh,en,en,fr,desc,desc,11.9375,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,zh,en,en,de,desc,desc,-0.171875,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,zh,en,en,es,desc,desc,21.0,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,zh,en,en,zh,desc,desc,0.0,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,zh,en,en,ja,desc,desc,2.984375,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,zh,en,en,ko,desc,desc,-1.828125,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,zh,en,en,en,desc,val,8.4375,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,zh,en,en,fr,desc,val,11.9375,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,zh,en,en,de,desc,val,-0.171875,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,zh,en,en,es,desc,val,21.0,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,zh,en,en,zh,desc,val,0.0,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,zh,en,en,ja,desc,val,2.984375,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,zh,en,en,ko,desc,val,-1.828125,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,zh,en,en,en,desc,freq,8.4375,nan,nan,nan,nan,30,13855,13855
qwen3-4b,0,es,zh,en,en,fr,desc,freq,11.9375,nan,nan,nan,nan,6,1728,1728
qwen3-4b,0,es,zh,en,en,de,desc,freq,-0.171875,nan,nan,nan,nan,4177,21062,21062
qwen3-4b,0,es,zh,en,en,es,desc,freq,21.0,nan,nan,nan,nan,0,76,76
qwen3-4b,0,es,zh,en,en,zh,desc,freq,0.0,nan,nan,nan,nan,3852,100250,100250
qwen3-4b,0,es,zh,en,en,ja,desc,freq,2.984375,nan,nan,nan,nan,828,132430,132430
qwen3-4b,0,es,zh,en,en,ko,desc,freq,-1.828125,nan,nan,nan,nan,9226,60315,60315
qwen3-4b,0,es,zh,en,en,en,val,desc,8.4375,4.96875,5.46875,-3.46875,-2.96875,30,66,66
qwen3-4b,0,es,zh,en,en,fr,val,desc,11.9375,8.5,9.125,-3.4375,-2.8125,6,6,5
qwen3-4b,0,es,zh,en,en,de,val,desc,-0.171875,-2.625,-2.15625,-2.453125,-1.984375,4177,10745,10607
qwen3-4b,0,es,zh,en,en,es,val,desc,21.0,14.625,15.125,-6.375,-5.875,0,1,1
qwen3-4b,0,es,zh,en,en,zh,val,desc,0.0,0.0,0.0,0.0,0.0,3852,2145,2879
qwen3-4b,0,es,zh,en,en,ja,val,desc,2.984375,2.46875,3.15625,-0.515625,0.171875,828,429,357
qwen3-4b,0,es,zh,en,en,ko,val,desc,-1.828125,-0.5,-1.0625,1.328125,0.765625,9226,2987,5648
qwen3-4b,0,es,zh,en,en,en,val,val,8.4375,4.96875,8.4375,-3.46875,0.0,30,66,30
qwen3-4b,0,es,zh,en,en,fr,val,val,11.9375,8.5,11.9375,-3.4375,0.0,6,6,6
qwen3-4b,0,es,zh,en,en,de,val,val,-0.171875,-2.625,-0.171875,-2.453125,0.0,4177,10745,4177
qwen3-4b,0,es,zh,en,en,es,val,val,21.0,14.625,21.0,-6.375,0.0,0,1,0
qwen3-4b,0,es,zh,en,en,zh,val,val,0.0,0.0,0.0,0.0,0.0,3852,2145,3852
qwen3-4b,0,es,zh,en,en,ja,val,val,2.984375,2.46875,2.984375,-0.515625,0.0,828,429,828
qwen3-4b,0,es,zh,en,en,ko,val,val,-1.828125,-0.5,-1.828125,1.328125,0.0,9226,2987,9226
qwen3-4b,0,es,zh,en,en,en,val,freq,8.4375,4.96875,5.8125,-3.46875,-2.625,30,66,49
qwen3-4b,0,es,zh,en,en,fr,val,freq,11.9375,8.5,9.1875,-3.4375,-2.75,6,6,5
qwen3-4b,0,es,zh,en,en,de,val,freq,-0.171875,-2.625,-2.21875,-2.453125,-2.046875,4177,10745,9509
qwen3-4b,0,es,zh,en,en,es,val,freq,21.0,14.625,15.4375,-6.375,-5.5625,0,1,1
qwen3-4b,0,es,zh,en,en,zh,val,freq,0.0,0.0,0.0,0.0,0.0,3852,2145,2591
qwen3-4b,0,es,zh,en,en,ja,val,freq,2.984375,2.46875,2.5625,-0.515625,-0.421875,828,429,527
qwen3-4b,0,es,zh,en,en,ko,val,freq,-1.828125,-0.5,-1.28125,1.328125,0.546875,9226,2987,5634
qwen3-4b,0,es,zh,en,en,en,freq,desc,8.4375,7.6875,8.3125,-0.75,-0.125,30,34,36
qwen3-4b,0,es,zh,en,en,fr,freq,desc,11.9375,11.375,12.0625,-0.5625,0.125,6,7,6
qwen3-4b,0,es,zh,en,en,de,freq,desc,-0.171875,-0.5625,-0.0625,-0.390625,0.109375,4177,4401,4720
qwen3-4b,0,es,zh,en,en,es,freq,desc,21.0,20.5,21.0,-0.5,0.0,0,0,0
qwen3-4b,0,es,zh,en,en,zh,freq,desc,0.0,0.0,0.0,0.0,0.0,3852,3348,4596
qwen3-4b,0,es,zh,en,en,ja,freq,desc,2.984375,2.9375,3.453125,-0.046875,0.46875,828,673,734
qwen3-4b,0,es,zh,en,en,ko,freq,desc,-1.828125,-0.734375,-1.28125,1.09375,0.546875,9226,4833,8521
qwen3-4b,0,es,zh,en,en,en,freq,val,8.4375,7.6875,8.5,-0.75,0.0625,30,34,31
qwen3-4b,0,es,zh,en,en,fr,freq,val,11.9375,11.375,12.0,-0.5625,0.0625,6,7,6
qwen3-4b,0,es,zh,en,en,de,freq,val,-0.171875,-0.5625,-0.046875,-0.390625,0.125,4177,4401,4295
qwen3-4b,0,es,zh,en,en,es,freq,val,21.0,20.5,21.0,-0.5,0.0,0,0,0
qwen3-4b,0,es,zh,en,en,zh,freq,val,0.0,0.0,0.0,0.0,0.0,3852,3348,4224
qwen3-4b,0,es,zh,en,en,ja,freq,val,2.984375,2.9375,3.09375,-0.046875,0.109375,828,673,857
qwen3-4b,0,es,zh,en,en,ko,freq,val,-1.828125,-0.734375,-1.59375,1.09375,0.234375,9226,4833,9051
qwen3-4b,0,es,zh,en,en,en,freq,freq,8.4375,7.6875,8.4375,-0.75,0.0,30,34,30
qwen3-4b,0,es,zh,en,en,fr,freq,freq,11.9375,11.375,11.9375,-0.5625,0.0,6,7,6
qwen3-4b,0,es,zh,en,en,de,freq,freq,-0.171875,-0.5625,-0.171875,-0.390625,0.0,4177,4401,4177
qwen3-4b,0,es,zh,en,en,es,freq,freq,21.0,20.5,21.0,-0.5,0.0,0,0,0
qwen3-4b,0,es,zh,en,en,zh,freq,freq,0.0,0.0,0.0,0.0,0.0,3852,3348,3852
