model,prompt_idx,prompt_lang,adj_lang,intervention_lang,projection_lang,measure_lang,amplification_method,projection_method,original_target_minus_base,amplified_target_minus_base,isolated_target_minus_base,amplified_minus_original,isolated_minus_original,original_rank,amplified_rank,isolated_rank
qwen3-4b,0,en,es,en,en,en,desc,desc,14.4375,nan,nan,nan,nan,0,13855,13855
qwen3-4b,0,en,es,en,en,fr,desc,desc,-4.0,nan,nan,nan,nan,1362,1728,1728
qwen3-4b,0,en,es,en,en,de,desc,desc,-3.40625,nan,nan,nan,nan,991,21062,21062
qwen3-4b,0,en,es,en,en,es,desc,desc,0.0,nan,nan,nan,nan,114,76,76
qwen3-4b,0,en,es,en,en,zh,desc,desc,2.25,nan,nan,nan,nan,31,100250,100250
qwen3-4b,0,en,es,en,en,ja,desc,desc,0.375,nan,nan,nan,nan,88,132430,132430
qwen3-4b,0,en,es,en,en,ko,desc,desc,-6.15625,nan,nan,nan,nan,3896,60315,60315
qwen3-4b,0,en,es,en,en,en,desc,val,14.4375,nan,nan,nan,nan,0,13855,13855
qwen3-4b,0,en,es,en,en,fr,desc,val,-4.0,nan,nan,nan,nan,1362,1728,1728
qwen3-4b,0,en,es,en,en,de,desc,val,-3.40625,nan,nan,nan,nan,991,21062,21062
qwen3-4b,0,en,es,en,en,es,desc,val,0.0,nan,nan,nan,nan,114,76,76
qwen3-4b,0,en,es,en,en,zh,desc,val,2.25,nan,nan,nan,nan,31,100250,100250
qwen3-4b,0,en,es,en,en,ja,desc,val,0.375,nan,nan,nan,nan,88,132430,132430
qwen3-4b,0,en,es,en,en,ko,desc,val,-6.15625,nan,nan,nan,nan,3896,60315,60315
qwen3-4b,0,en,es,en,en,en,desc,freq,14.4375,nan,nan,nan,nan,0,13855,13855
qwen3-4b,0,en,es,en,en,fr,desc,freq,-4.0,nan,nan,nan,nan,1362,1728,1728
qwen3-4b,0,en,es,en,en,de,desc,freq,-3.40625,nan,nan,nan,nan,991,21062,21062
qwen3-4b,0,en,es,en,en,es,desc,freq,0.0,nan,nan,nan,nan,114,76,76
qwen3-4b,0,en,es,en,en,zh,desc,freq,2.25,nan,nan,nan,nan,31,100250,100250
qwen3-4b,0,en,es,en,en,ja,desc,freq,0.375,nan,nan,nan,nan,88,132430,132430
qwen3-4b,0,en,es,en,en,ko,desc,freq,-6.15625,nan,nan,nan,nan,3896,60315,60315
qwen3-4b,0,en,es,en,en,en,val,desc,14.4375,12.75,12.8125,-1.6875,-1.625,0,0,0
qwen3-4b,0,en,es,en,en,fr,val,desc,-4.0,-1.0625,-1.0625,2.9375,2.9375,1362,2263,1799
qwen3-4b,0,en,es,en,en,de,val,desc,-3.40625,-2.03125,-2.15625,1.375,1.25,991,4363,3783
qwen3-4b,0,en,es,en,en,es,val,desc,0.0,0.0,0.0,0.0,0.0,114,1023,785
qwen3-4b,0,en,es,en,en,zh,val,desc,2.25,6.875,5.9375,4.625,3.6875,31,11,18
qwen3-4b,0,en,es,en,en,ja,val,desc,0.375,4.4375,4.3125,4.0625,3.9375,88,57,43
qwen3-4b,0,en,es,en,en,ko,val,desc,-6.15625,0.6875,-0.6875,6.84375,5.46875,3896,641,1422
qwen3-4b,0,en,es,en,en,en,val,val,14.4375,12.75,14.4375,-1.6875,0.0,0,0,0
qwen3-4b,0,en,es,en,en,fr,val,val,-4.0,-1.0625,-4.0,2.9375,0.0,1362,2263,1362
qwen3-4b,0,en,es,en,en,de,val,val,-3.40625,-2.03125,-3.40625,1.375,0.0,991,4363,991
qwen3-4b,0,en,es,en,en,es,val,val,0.0,0.0,0.0,0.0,0.0,114,1023,114
qwen3-4b,0,en,es,en,en,zh,val,val,2.25,6.875,2.25,4.625,0.0,31,11,31
qwen3-4b,0,en,es,en,en,ja,val,val,0.375,4.4375,0.375,4.0625,0.0,88,57,88
qwen3-4b,0,en,es,en,en,ko,val,val,-6.15625,0.6875,-6.15625,6.84375,0.0,3896,641,3896
qwen3-4b,0,en,es,en,en,en,val,freq,14.4375,12.75,13.375,-1.6875,-1.0625,0,0,0
qwen3-4b,0,en,es,en,en,fr,val,freq,-4.0,-1.0625,-1.125,2.9375,2.875,1362,2263,1675
qwen3-4b,0,en,es,en,en,de,val,freq,-3.40625,-2.03125,-2.125,1.375,1.28125,991,4363,3231
qwen3-4b,0,en,es,en,en,es,val,freq,0.0,0.0,0.0,0.0,0.0,114,1023,734
qwen3-4b,0,en,es,en,en,zh,val,freq,2.25,6.875,6.0625,4.625,3.8125,31,11,15
qwen3-4b,0,en,es,en,en,ja,val,freq,0.375,4.4375,3.75,4.0625,3.375,88,57,59
qwen3-4b,0,en,es,en,en,ko,val,freq,-6.15625,0.6875,-1.09375,6.84375,5.0625,3896,641,1664
qwen3-4b,0,en,es,en,en,en,freq,desc,14.4375,14.0625,13.875,-0.375,-0.5625,0,0,0
qwen3-4b,0,en,es,en,en,fr,freq,desc,-4.0,-3.96875,-4.0,0.03125,0.0,1362,1593,1450
qwen3-4b,0,en,es,en,en,de,freq,desc,-3.40625,-3.21875,-3.625,0.1875,-0.21875,991,1057,1177
qwen3-4b,0,en,es,en,en,es,freq,desc,0.0,0.0,0.0,0.0,0.0,114,140,122
qwen3-4b,0,en,es,en,en,zh,freq,desc,2.25,3.625,2.125,1.375,-0.125,31,18,31
qwen3-4b,0,en,es,en,en,ja,freq,desc,0.375,1.3125,0.8125,0.9375,0.4375,88,64,74
qwen3-4b,0,en,es,en,en,ko,freq,desc,-6.15625,-3.65625,-5.59375,2.5,0.5625,3896,1374,3290
qwen3-4b,0,en,es,en,en,en,freq,val,14.4375,14.0625,14.4375,-0.375,0.0,0,0,0
qwen3-4b,0,en,es,en,en,fr,freq,val,-4.0,-3.96875,-4.0,0.03125,0.0,1362,1593,1463
qwen3-4b,0,en,es,en,en,de,freq,val,-3.40625,-3.21875,-3.34375,0.1875,0.0625,991,1057,1027
qwen3-4b,0,en,es,en,en,es,freq,val,0.0,0.0,0.0,0.0,0.0,114,140,127
qwen3-4b,0,en,es,en,en,zh,freq,val,2.25,3.625,2.4375,1.375,0.1875,31,18,29
qwen3-4b,0,en,es,en,en,ja,freq,val,0.375,1.3125,0.5625,0.9375,0.1875,88,64,85
qwen3-4b,0,en,es,en,en,ko,freq,val,-6.15625,-3.65625,-5.875,2.5,0.28125,3896,1374,3716
qwen3-4b,0,en,es,en,en,en,freq,freq,14.4375,14.0625,14.4375,-0.375,0.0,0,0,0
qwen3-4b,0,en,es,en,en,fr,freq,freq,-4.0,-3.96875,-4.0,0.03125,0.0,1362,1593,1362
qwen3-4b,0,en,es,en,en,de,freq,freq,-3.40625,-3.21875,-3.40625,0.1875,0.0,991,1057,991
qwen3-4b,0,en,es,en,en,es,freq,freq,0.0,0.0,0.0,0.0,0.0,114,140,114
qwen3-4b,0,en,es,en,en,zh,freq,freq,2.25,3.625,2.25,1.375,0.0,31,18,31
qwen3-4b,0,en,es,en,en,ja,freq,freq,0.375,1.3125,0.375,0.9375,0.0,88,64,88
qwen3-4b,0,en,es,en,en,ko,freq,freq,-6.15625,-3.65625,-6.15625,2.5,0.0,3896,1374,3896
qwen3-4b,0,en,es,fr,fr,en,desc,desc,14.4375,12.125,14.4375,-2.3125,0.0,0,0,0
qwen3-4b,0,en,es,fr,fr,fr,desc,desc,-4.0,0.375,-4.0,4.375,0.0,1362,49,1362
qwen3-4b,0,en,es,fr,fr,de,desc,desc,-3.40625,-3.625,-3.40625,-0.21875,0.0,991,615,991
qwen3-4b,0,en,es,fr,fr,es,desc,desc,0.0,0.0,0.0,0.0,0.0,114,56,114
qwen3-4b,0,en,es,fr,fr,zh,desc,desc,2.25,1.6875,2.25,-0.5625,0.0,31,21,31
qwen3-4b,0,en,es,fr,fr,ja,desc,desc,0.375,1.5625,0.375,1.1875,0.0,88,22,88
qwen3-4b,0,en,es,fr,fr,ko,desc,desc,-6.15625,-10.0625,-6.15625,-3.90625,0.0,3896,14891,3896
qwen3-4b,0,en,es,fr,fr,en,desc,val,14.4375,12.125,14.125,-2.3125,-0.3125,0,0,0
qwen3-4b,0,en,es,fr,fr,fr,desc,val,-4.0,0.375,-3.625,4.375,0.375,1362,49,1028
